time,altitude,velocity,accel_bias,alt (bmp),vert_accel
21.122204250,589.9364,-1.3317,-0.1635, 595.9861,-0.2616
21.142328894,589.9403,-1.3299,-0.1637, 596.0013,-0.2657
21.162445330,589.9443,-1.3281,-0.1640, 596.0013,-0.2627
21.182556225,589.9482,-1.3262,-0.1642, 596.0013,-0.2623
21.202663161,589.9522,-1.3243,-0.1644, 596.0013,-0.2629
21.222770265,589.9562,-1.3224,-0.1647, 596.0013,-0.2591
21.242889659,589.9602,-1.3204,-0.1649, 596.0013,-0.2588
21.263013011,589.9643,-1.3185,-0.1652, 596.0013,-0.2584
21.283132988,589.9683,-1.3165,-0.1654, 596.0013,-0.2607
21.303250174,589.9724,-1.3146,-0.1656, 596.0013,-0.2635
21.323358194,589.9765,-1.3128,-0.1659, 596.0013,-0.2655
21.343651240,589.9806,-1.3110,-0.1661, 595.9214,-0.2662
21.363754968,589.9844,-1.3092,-0.1664, 595.9214,-0.2637
21.383854947,589.9881,-1.3074,-0.1666, 595.9214,-0.2665
21.403954593,589.9919,-1.3057,-0.1668, 595.9214,-0.2712
21.424083111,589.9956,-1.3040,-0.1671, 595.9214,-0.2705
21.444215296,589.9994,-1.3023,-0.1673, 595.9214,-0.2699
21.464368937,590.0032,-1.3005,-0.1676, 595.9214,-0.2674
21.484468166,590.0070,-1.2987,-0.1678, 595.9214,-0.2630
21.504597809,590.0108,-1.2968,-0.1680, 595.9065,-0.2610
21.524825860,590.0146,-1.2949,-0.1683, 595.9065,-0.2621
21.544935880,590.0184,-1.2931,-0.1685, 595.9065,-0.2623
21.565031943,590.0232,-1.2907,-0.1688, 595.9065,-0.2597
21.585133172,590.0270,-1.2889,-0.1690, 595.9065,-0.2634
21.605237192,590.0309,-1.2871,-0.1693, 595.9065,-0.2668
21.625330297,590.0348,-1.2853,-0.1695, 595.9065,-0.2644
21.645444024,590.0386,-1.2834,-0.1697, 595.8573,-0.2626
21.665545878,590.0423,-1.2815,-0.1700, 595.8573,-0.2596
21.685649315,590.0460,-1.2796,-0.1702, 595.8573,-0.2589
21.705749211,590.0497,-1.2778,-0.1704, 595.8573,-0.2644
21.725855939,590.0534,-1.2759,-0.1707, 595.8573,-0.2628
21.745974292,590.0571,-1.2741,-0.1709, 595.8721,-0.2644
21.766082020,590.0610,-1.2723,-0.1711, 595.8721,-0.2661
21.786187165,590.0648,-1.2705,-0.1714, 595.8721,-0.2663
21.806292019,590.0687,-1.2687,-0.1716, 595.8872,-0.2679
21.826394914,590.0727,-1.2669,-0.1718, 595.8872,-0.2675
21.846515058,590.0766,-1.2651,-0.1721, 595.8721,-0.2680
21.866621328,590.0805,-1.2634,-0.1723, 595.8721,-0.2651
21.886729307,590.0845,-1.2615,-0.1725, 595.8721,-0.2595
21.906870616,590.0884,-1.2596,-0.1728, 595.8721,-0.2636
21.926976219,590.0924,-1.2577,-0.1730, 595.8721,-0.2587
21.947096282,590.0964,-1.2557,-0.1732, 595.8721,-0.2590
21.967202554,590.1004,-1.2538,-0.1734, 595.8721,-0.2626
21.987318200,590.1044,-1.2518,-0.1737, 595.8721,-0.2608
22.007432055,590.1083,-1.2500,-0.1739, 595.8573,-0.2658
22.027542285,590.1123,-1.2481,-0.1741, 595.8573,-0.2631
22.047663056,590.1163,-1.2463,-0.1744, 595.8573,-0.2643
22.067771286,590.1203,-1.2445,-0.1746, 595.8573,-0.2694
22.087884224,590.1244,-1.2427,-0.1748, 595.8573,-0.2652
22.107993038,590.1284,-1.2408,-0.1751, 595.8573,-0.2612
