time,altitude,velocity,accel_bias,alt (bmp),vert_accel
5.029292611,594.2933,-0.8995,-0.0085, 595.9548,-0.2297
5.049405972,594.2837,-0.9028,-0.0086, 595.9999,-0.2301
5.069507710,594.2743,-0.9062,-0.0086, 595.9999,-0.2301
5.089612738,594.2648,-0.9095,-0.0087, 595.9999,-0.2293
5.109712851,594.2554,-0.9128,-0.0088, 595.9999,-0.2282
5.129806880,594.2459,-0.9161,-0.0088, 595.9999,-0.2340
5.149918992,594.2364,-0.9195,-0.0089, 595.9999,-0.2348
5.170040977,594.2269,-0.9229,-0.0090, 595.9999,-0.2315
5.190111509,594.2174,-0.9261,-0.0090, 595.9999,-0.2265
5.210210496,594.2055,-0.9302,-0.0091, 595.9999,-0.2290
5.230313983,594.1959,-0.9335,-0.0092, 595.9999,-0.2283
5.250428303,594.1863,-0.9367,-0.0093, 595.9999,-0.2274
5.270519416,594.1768,-0.9399,-0.0093, 595.9999,-0.2295
5.290621987,594.1671,-0.9431,-0.0094, 595.9999,-0.2281
5.310734140,594.1575,-0.9463,-0.0095, 595.9999,-0.2307
5.330834085,594.1479,-0.9496,-0.0096, 595.9999,-0.2318
5.350948322,594.1381,-0.9529,-0.0096, 595.9406,-0.2313
5.371052850,594.1282,-0.9561,-0.0097, 595.9406,-0.2288
5.391283951,594.1182,-0.9593,-0.0098, 595.9406,-0.2284
5.411396687,594.1082,-0.9625,-0.0099, 595.9555,-0.2247
5.431502299,594.0983,-0.9656,-0.0099, 595.9555,-0.2268
5.451625451,594.0883,-0.9688,-0.0100, 595.9555,-0.2301
5.471732730,594.0784,-0.9720,-0.0101, 595.9555,-0.2300
5.491833217,594.0684,-0.9753,-0.0102, 595.9555,-0.2357
5.511945579,594.0583,-0.9786,-0.0102, 595.9406,-0.2357
5.532058606,594.0483,-0.9819,-0.0103, 595.9406,-0.2372
5.552173468,594.0382,-0.9853,-0.0104, 595.9406,-0.2404
5.572279663,594.0280,-0.9886,-0.0105, 595.9406,-0.2355
5.592379609,594.0179,-0.9918,-0.0105, 595.9406,-0.2287
5.612489553,594.0076,-0.9950,-0.0106, 595.8914,-0.2255
5.632596582,593.9972,-0.9981,-0.0107, 595.8914,-0.2316
5.652719734,593.9868,-1.0013,-0.0108, 595.9062,-0.2294
5.672833053,593.9764,-1.0044,-0.0108, 595.9062,-0.2273
5.692942290,593.9661,-1.0076,-0.0109, 595.9062,-0.2295
5.713049110,593.9558,-1.0107,-0.0110, 595.9214,-0.2281
5.733157014,593.9455,-1.0138,-0.0111, 595.9214,-0.2278
5.753266833,593.9352,-1.0169,-0.0112, 595.9365,-0.2285
5.773368154,593.9249,-1.0199,-0.0112, 595.9365,-0.2269
5.793468641,593.9147,-1.0230,-0.0113, 595.9365,-0.2281
5.813577753,593.9044,-1.0259,-0.0114, 595.9365,-0.2200
5.833679574,593.8941,-1.0289,-0.0115, 595.9365,-0.2279
5.853787894,593.8838,-1.0319,-0.0116, 595.9048,-0.2272
5.873905921,593.8733,-1.0349,-0.0116, 595.9048,-0.2250
5.894002909,593.8629,-1.0379,-0.0117, 595.9048,-0.2277
5.914119103,593.8524,-1.0409,-0.0118, 595.9048,-0.2256
5.934220342,593.8420,-1.0438,-0.0119, 595.9048,-0.2221
5.954333830,593.8315,-1.0467,-0.0120, 595.9048,-0.2231
5.974428862,593.8210,-1.0496,-0.0121, 595.9048,-0.2257
5.994529810,593.8105,-1.0526,-0.0121, 595.9048,-0.2286
6.014629299,593.7999,-1.0556,-0.0122, 595.8704,-0.2236
