time,altitude,velocity,accel_bias,alt (bmp),vert_accel
12.069909633,590.7937,-1.6483,-0.0564, 595.9000,-0.2426
12.090031967,590.7883,-1.6486,-0.0565, 595.9000,-0.2419
12.110141844,590.7812,-1.6491,-0.0567, 595.9155,-0.2422
12.130252262,590.7741,-1.6495,-0.0570, 595.9155,-0.2442
12.150356514,590.7670,-1.6500,-0.0572, 595.9000,-0.2443
12.170472265,590.7599,-1.6506,-0.0574, 595.9000,-0.2492
12.190593724,590.7528,-1.6512,-0.0576, 595.9000,-0.2493
12.210710058,590.7458,-1.6518,-0.0578, 595.9155,-0.2506
12.230817769,590.7388,-1.6523,-0.0580, 595.9155,-0.2506
12.250927229,590.7319,-1.6530,-0.0582, 595.9303,-0.2577
12.271031231,590.7251,-1.6536,-0.0584, 595.9303,-0.2529
12.291152315,590.7183,-1.6542,-0.0586, 595.9303,-0.2534
12.311257817,590.7115,-1.6548,-0.0588, 595.9458,-0.2544
12.331367985,590.7048,-1.6553,-0.0590, 595.9458,-0.2547
12.351478570,590.6981,-1.6559,-0.0592, 595.9458,-0.2536
12.371650774,590.6915,-1.6565,-0.0594, 595.9458,-0.2513
12.391763817,590.6849,-1.6570,-0.0597, 595.9458,-0.2492
12.411859737,590.6782,-1.6575,-0.0599, 595.9458,-0.2528
12.431963864,590.6717,-1.6580,-0.0601, 595.9458,-0.2543
12.452059784,590.6650,-1.6585,-0.0603, 595.8814,-0.2512
12.472160244,590.6582,-1.6590,-0.0605, 595.8814,-0.2554
12.492267913,590.6513,-1.6595,-0.0607, 595.8814,-0.2516
12.512377206,590.6446,-1.6601,-0.0609, 595.9155,-0.2562
12.532480417,590.6380,-1.6607,-0.0611, 595.9155,-0.2625
12.552570670,590.6314,-1.6614,-0.0613, 595.9000,-0.2620
12.572672047,590.6247,-1.6620,-0.0615, 595.9000,-0.2588
12.592781466,590.6181,-1.6625,-0.0618, 595.9000,-0.2579
12.612886593,590.6098,-1.6632,-0.0620, 595.9000,-0.2583
12.632983720,590.6032,-1.6638,-0.0622, 595.9000,-0.2582
12.653084889,590.5966,-1.6643,-0.0624, 595.8700,-0.2550
12.673203599,590.5899,-1.6649,-0.0627, 595.8700,-0.2612
12.693316350,590.5832,-1.6654,-0.0629, 595.8056,-0.2590
12.713423352,590.5763,-1.6660,-0.0631, 595.8056,-0.2549
12.733522604,590.5693,-1.6665,-0.0633, 595.8056,-0.2544
12.753623398,590.5624,-1.6670,-0.0635, 595.7904,-0.2553
12.773729442,590.5554,-1.6675,-0.0637, 595.7904,-0.2547
12.793843985,590.5484,-1.6680,-0.0639, 595.8549,-0.2549
12.813949362,590.5418,-1.6684,-0.0641, 595.8549,-0.2549
12.834098985,590.5353,-1.6689,-0.0643, 595.8549,-0.2578
12.854207154,590.5287,-1.6693,-0.0646, 595.8549,-0.2520
12.874316239,590.5222,-1.6696,-0.0648, 595.8549,-0.2540
12.894599183,590.5157,-1.6700,-0.0650, 595.8549,-0.2488
12.914707435,590.5092,-1.6703,-0.0652, 595.8549,-0.2494
12.934823354,590.5028,-1.6706,-0.0654, 595.8549,-0.2511
12.954924525,590.4964,-1.6710,-0.0656, 595.8549,-0.2561
12.975358126,590.4900,-1.6714,-0.0658, 595.8549,-0.2538
12.995479628,590.4836,-1.6717,-0.0661, 595.8700,-0.2523
13.015591840,590.4773,-1.6720,-0.0663, 595.8700,-0.2507
13.035697844,590.4711,-1.6723,-0.0665, 595.8700,-0.2528
13.055806515,590.4648,-1.6726,-0.0667, 595.8549,-0.2522
