4.025449344,585.9014,-0.6924,-0.0026, 586.8471,-0.1966
4.045569808,585.8946,-0.6948,-0.0027, 586.8471,-0.1933
4.065676855,585.8855,-0.6980,-0.0027, 586.8619,-0.1927
4.085780111,585.8765,-0.7013,-0.0027, 586.8619,-0.1996
4.105878908,585.8674,-0.7046,-0.0028, 586.8770,-0.1949
4.125980414,585.8584,-0.7078,-0.0028, 586.8770,-0.1938
4.146091170,585.8494,-0.7109,-0.0029, 586.8770,-0.1925
4.166196092,585.8403,-0.7140,-0.0029, 586.8770,-0.1914
4.186291598,585.8313,-0.7171,-0.0029, 586.8770,-0.1872
4.206391728,585.8222,-0.7201,-0.0030, 586.8922,-0.1863
4.226499026,585.8132,-0.7231,-0.0030, 586.8922,-0.1868
4.246619531,585.8042,-0.7262,-0.0031, 586.8922,-0.1942
4.266729954,585.7950,-0.7293,-0.0031, 586.8302,-0.1925
4.286862876,585.7856,-0.7324,-0.0032, 586.8302,-0.1897
4.306954631,585.7762,-0.7354,-0.0032, 586.8450,-0.1866
4.327084512,585.7669,-0.7383,-0.0032, 586.8450,-0.1781
4.347193268,585.7576,-0.7411,-0.0033, 586.8450,-0.1830
4.367287815,585.7483,-0.7441,-0.0033, 586.8753,-0.1877
4.387385112,585.7391,-0.7471,-0.0034, 586.8753,-0.1920
4.407486076,585.7299,-0.7501,-0.0034, 586.8753,-0.1883
4.427588790,585.7206,-0.7532,-0.0035, 586.8753,-0.1956
4.447697129,585.7114,-0.7563,-0.0035, 586.8753,-0.1914
4.467847510,585.7022,-0.7592,-0.0036, 586.8901,-0.1890
4.487947557,585.6907,-0.7630,-0.0036, 586.8901,-0.1934
4.508048938,585.6815,-0.7659,-0.0037, 586.8901,-0.1888
4.528148735,585.6722,-0.7689,-0.0037, 586.8901,-0.1884
4.548266866,585.6630,-0.7718,-0.0038, 586.8901,-0.1874
4.568368955,585.6538,-0.7746,-0.0038, 586.9053,-0.1882
4.588475127,585.6446,-0.7774,-0.0039, 586.9053,-0.1813
4.608582758,585.6354,-0.7801,-0.0039, 586.8753,-0.1801
4.628687514,585.6260,-0.7829,-0.0040, 586.8753,-0.1853
4.648801894,585.6167,-0.7857,-0.0040, 586.8753,-0.1796
4.668904733,585.6073,-0.7883,-0.0041, 586.8602,-0.1738
4.689007572,585.5978,-0.7910,-0.0041, 586.8602,-0.1798
4.709112661,585.5884,-0.7938,-0.0042, 586.8602,-0.1822
4.729212334,585.5789,-0.7965,-0.0042, 586.8602,-0.1787
4.749327006,585.5694,-0.7992,-0.0043, 586.8602,-0.1818
4.769430345,585.5599,-0.8019,-0.0043, 586.8602,-0.1820
4.789534226,585.5505,-0.8046,-0.0044, 586.8602,-0.1846
4.809636023,585.5410,-0.8074,-0.0044, 586.8450,-0.1870
4.829736195,585.5314,-0.8103,-0.0045, 586.8450,-0.1893
4.850013242,585.5218,-0.8131,-0.0045, 586.8450,-0.1870
4.870116665,585.5122,-0.8159,-0.0046, 586.8450,-0.1927
4.890224629,585.5026,-0.8188,-0.0046, 586.8450,-0.1908
4.910328263,585.4930,-0.8217,-0.0047, 586.8602,-0.1938
4.930425563,585.4835,-0.8247,-0.0047, 586.8602,-0.1971
4.950661446,585.4739,-0.8277,-0.0048, 586.8602,-0.2018
4.970771454,585.4644,-0.8308,-0.0049, 586.8602,-0.2061
4.990888712,585.4548,-0.8340,-0.0049, 586.8602,-0.2084
5.011002262,585.4452,-0.8371,-0.0050, 586.8450,-0.2019
