14.083662303,582.0237,-1.5293,-0.0719, 587.5307,-0.2407
14.103785750,582.0216,-1.5291,-0.0721, 587.5307,-0.2368
14.123896906,582.0188,-1.5290,-0.0723, 587.5307,-0.2464
14.144002604,582.0160,-1.5290,-0.0725, 587.5307,-0.2486
14.164109384,582.0133,-1.5290,-0.0728, 587.5458,-0.2415
14.184213207,582.0106,-1.5288,-0.0730, 587.5458,-0.2446
14.204358696,582.0079,-1.5287,-0.0732, 587.5909,-0.2442
14.224453727,582.0055,-1.5286,-0.0734, 587.5909,-0.2453
14.244549966,582.0031,-1.5285,-0.0737, 587.5909,-0.2455
14.264649039,582.0007,-1.5284,-0.0739, 587.6061,-0.2435
14.284746986,581.9984,-1.5282,-0.0741, 587.6061,-0.2465
14.304848767,581.9961,-1.5281,-0.0743, 587.6212,-0.2463
14.324948381,581.9939,-1.5279,-0.0746, 587.6212,-0.2386
14.345048245,581.9917,-1.5276,-0.0748, 587.6212,-0.2413
14.365158235,581.9896,-1.5273,-0.0750, 587.6360,-0.2382
14.385261974,581.9870,-1.5270,-0.0753, 587.6360,-0.2447
14.405673213,581.9849,-1.5269,-0.0755, 587.6360,-0.2528
14.425779077,581.9829,-1.5269,-0.0757, 587.6360,-0.2558
14.445882191,581.9808,-1.5269,-0.0760, 587.6360,-0.2527
14.465991764,581.9787,-1.5269,-0.0762, 587.6212,-0.2533
14.486095420,581.9767,-1.5269,-0.0764, 587.6212,-0.2563
14.506208617,581.9746,-1.5269,-0.0766, 587.6212,-0.2522
14.526313273,581.9725,-1.5267,-0.0769, 587.6212,-0.2485
14.546414304,581.9704,-1.5266,-0.0771, 587.6212,-0.2500
14.566521293,581.9683,-1.5264,-0.0773, 587.6061,-0.2492
14.586631241,581.9662,-1.5262,-0.0775, 587.6061,-0.2449
14.606752605,581.9641,-1.5261,-0.0778, 587.5909,-0.2485
14.626865802,581.9620,-1.5259,-0.0780, 587.5909,-0.2465
14.646972542,581.9598,-1.5257,-0.0782, 587.5909,-0.2495
14.667098739,581.9578,-1.5256,-0.0785, 587.6061,-0.2497
14.687211812,581.9557,-1.5255,-0.0787, 587.6061,-0.2518
14.707320968,581.9537,-1.5253,-0.0789, 587.6360,-0.2463
14.727432123,581.9519,-1.5249,-0.0791, 587.6360,-0.2413
14.747564946,581.9500,-1.5247,-0.0794, 587.6360,-0.2547
14.767818518,581.9481,-1.5247,-0.0796, 587.6171,-0.2598
14.787928508,581.9462,-1.5247,-0.0798, 587.6171,-0.2602
14.808054288,581.9443,-1.5247,-0.0800, 587.6171,-0.2614
14.828166278,581.9424,-1.5247,-0.0803, 587.6171,-0.2557
14.848275892,581.9405,-1.5245,-0.0805, 587.6171,-0.2492
14.868380089,581.9387,-1.5243,-0.0807, 587.6319,-0.2517
14.888494829,581.9369,-1.5240,-0.0809, 587.6319,-0.2491
14.908605612,581.9352,-1.5239,-0.0812, 587.6467,-0.2553
14.928717395,581.9335,-1.5237,-0.0814, 587.6467,-0.2464
14.948865512,581.9318,-1.5234,-0.0816, 587.6467,-0.2477
14.968979878,581.9302,-1.5231,-0.0819, 587.6467,-0.2475
14.989149578,581.9285,-1.5227,-0.0821, 587.6467,-0.2435
15.009251736,581.9269,-1.5224,-0.0823, 587.6622,-0.2476
15.029351436,581.9254,-1.5220,-0.0825, 587.6622,-0.2496
15.049450511,581.9239,-1.5217,-0.0828, 587.6622,-0.2491
15.069542170,581.9224,-1.5214,-0.0830, 587.6622,-0.2458
