time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
0.000000000,  0.0000, 0.0000, 0.0000, 548.0997, 0.0000,
0.020122046,548.0997,-0.0041,-0.0000, 548.0997,-0.2735,
0.040232075,548.0996,-0.0095,-0.0000, 548.0997,-0.2696,
0.060349853,548.0990,-0.0162, 0.0000, 548.0102,-0.2663,
0.080465298,548.0982,-0.0216, 0.0000, 548.0102,-0.2629,
0.100817631,548.0973,-0.0268, 0.0000, 547.9948,-0.2600,
0.120941241,548.0962,-0.0321, 0.0000, 547.9948,-0.2636,
0.141070102,548.0950,-0.0375, 0.0000, 547.9948,-0.2645,
0.161188463,548.0936,-0.0428, 0.0000, 547.9800,-0.2620,
0.181314323,548.0921,-0.0481, 0.0000, 547.9800,-0.2582,
0.201433518,548.0906,-0.0533, 0.0000, 547.9650,-0.2556,
0.221559712,548.0888,-0.0585, 0.0000, 547.9650,-0.2538,
0.241682114,548.0870,-0.0636, 0.0000, 547.9650,-0.2548,
0.261809849,548.0850,-0.0688, 0.0000, 547.9499,-0.2513,
0.281931669,548.0829,-0.0739, 0.0001, 547.9499,-0.2505,
0.302048572,548.0807,-0.0790, 0.0001, 547.9499,-0.2522,
0.322175890,548.0784,-0.0842, 0.0001, 547.9499,-0.2555,
0.342302751,548.0761,-0.0894, 0.0001, 547.9499,-0.2579,
0.362428819,548.0736,-0.0945, 0.0001, 547.9499,-0.2496,
0.382549097,548.0710,-0.0995, 0.0001, 547.9499,-0.2451,
0.402673833,548.0684,-0.1045, 0.0001, 547.9944,-0.2484,
0.422804859,548.0659,-0.1096, 0.0001, 547.9944,-0.2564,
0.442930345,548.0633,-0.1148, 0.0001, 547.9944,-0.2556,
0.463056830,548.0606,-0.1199, 0.0001, 547.9944,-0.2513,
0.483179941,548.0578,-0.1249, 0.0001, 547.9944,-0.2499,
0.503308551,548.0550,-0.1300, 0.0001, 547.9944,-0.2516,
0.523436578,548.0520,-0.1351, 0.0001, 547.9944,-0.2562,
0.543561688,548.0490,-0.1404, 0.0001, 547.9944,-0.2619,
0.563684882,548.0459,-0.1456, 0.0001, 548.0099,-0.2613,
0.583841322,548.0428,-0.1510, 0.0001, 548.0099,-0.2643,
0.603974849,548.0395,-0.1562, 0.0001, 548.0246,-0.2594,
0.624084961,548.0363,-0.1615, 0.0001, 548.0246,-0.2623,
0.644192824,548.0330,-0.1668, 0.0001, 548.0246,-0.2670,
0.664304354,548.0296,-0.1721, 0.0001, 548.0401,-0.2663,
0.684416135,548.0262,-0.1774, 0.0001, 548.0401,-0.2655,
0.704528373,548.0226,-0.1827, 0.0001, 548.0401,-0.2659,
0.724946908,548.0190,-0.1880, 0.0001, 548.0401,-0.2634,
0.745057480,548.0144,-0.1945, 0.0001, 548.0401,-0.2624,
0.765174344,548.0106,-0.1997, 0.0001, 548.0401,-0.2591,
0.785290373,548.0067,-0.2048, 0.0001, 548.0401,-0.2580,
0.805404487,548.0027,-0.2099, 0.0001, 548.0401,-0.2548,
0.825519517,547.9987,-0.2149, 0.0001, 548.0401,-0.2514,
0.845878726,547.9946,-0.2200, 0.0001, 548.0401,-0.2548,
0.865994380,547.9906,-0.2251, 0.0001, 548.1042,-0.2556,
0.886109744,547.9866,-0.2301, 0.0001, 548.1042,-0.2594,
0.906226024,547.9826,-0.2352, 0.0001, 548.1042,-0.2563,
0.926347386,547.9785,-0.2403, 0.0001, 548.1042,-0.2569,
0.946463708,547.9742,-0.2454, 0.0001, 548.1042,-0.2600,
0.966574280,547.9700,-0.2506, 0.0001, 548.1042,-0.2672,
0.986689518,547.9656,-0.2560, 0.0001, 548.1042,-0.2767,
