time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
0.000000000,  0.0000, 0.0000, 0.0000, 545.6867, 0.0000,
0.020128053,545.6867, 0.0004, 0.0000, 545.6867, 0.0122,
0.040235384,545.6867, 0.0006, 0.0000, 545.6867, 0.0067,
0.060343047,545.6868, 0.0006,-0.0000, 545.7213,-0.0021,
0.080446045,545.6870, 0.0005,-0.0000, 545.7213,-0.0044,
0.100546335,545.6871, 0.0003,-0.0000, 545.6867,-0.0094,
0.120667329,545.6871, 0.0001,-0.0000, 545.6867,-0.0131,
0.140767744,545.6871,-0.0002,-0.0000, 545.6867,-0.0188,
0.160868575,545.6872,-0.0006,-0.0000, 545.7017,-0.0216,
0.180972531,545.6872,-0.0011,-0.0000, 545.7017,-0.0217,
0.201070488,545.6873,-0.0014,-0.0000, 545.7165,-0.0170,
0.221182692,545.6874,-0.0018,-0.0000, 545.7165,-0.0201,
0.241285815,545.6875,-0.0023,-0.0000, 545.7165,-0.0252,
0.261388563,545.6876,-0.0027,-0.0000, 545.7141,-0.0227,
0.281486436,545.6877,-0.0032,-0.0000, 545.7141,-0.0233,
0.301581769,545.6877,-0.0037,-0.0000, 545.7288,-0.0274,
0.321697847,545.6878,-0.0041,-0.0000, 545.7288,-0.0276,
0.341799970,545.6880,-0.0046,-0.0000, 545.7288,-0.0271,
0.361901801,545.6881,-0.0052,-0.0000, 545.7439,-0.0326,
0.381999883,545.6883,-0.0059,-0.0000, 545.7439,-0.0342,
0.402099840,545.6884,-0.0065,-0.0000, 545.7888,-0.0338,
0.422214128,545.6888,-0.0071,-0.0000, 545.7888,-0.0319,
0.442317461,545.6892,-0.0078,-0.0000, 545.7888,-0.0363,
0.462424835,545.6895,-0.0084,-0.0000, 545.8039,-0.0331,
0.482534750,545.6899,-0.0089,-0.0000, 545.8039,-0.0311,
0.502671369,545.6903,-0.0095,-0.0000, 545.7539,-0.0325,
0.522827942,545.6904,-0.0101,-0.0000, 545.7539,-0.0346,
0.542932525,545.6906,-0.0108,-0.0000, 545.7539,-0.0390,
0.563035775,545.6907,-0.0115,-0.0000, 545.7689,-0.0360,
0.583129526,545.6908,-0.0122,-0.0001, 545.7689,-0.0398,
0.603227818,545.6910,-0.0130,-0.0001, 545.7840,-0.0396,
0.623499246,545.6912,-0.0136,-0.0001, 545.7840,-0.0343,
0.643598913,545.6914,-0.0143,-0.0001, 545.7840,-0.0360,
0.663690790,545.6916,-0.0149,-0.0001, 545.7988,-0.0293,
0.683782209,545.6919,-0.0155,-0.0001, 545.7988,-0.0286,
0.703883250,545.6920,-0.0160,-0.0001, 545.7515,-0.0263,
0.723997873,545.6920,-0.0165,-0.0001, 545.7515,-0.0312,
0.744103497,545.6920,-0.0172,-0.0001, 545.7515,-0.0336,
0.764204914,545.6920,-0.0178,-0.0001, 545.7662,-0.0354,
0.784297374,545.6920,-0.0185,-0.0001, 545.7662,-0.0373,
0.804390917,545.6920,-0.0191,-0.0001, 545.7964,-0.0354,
0.824502957,545.6922,-0.0197,-0.0001, 545.7964,-0.0332,
0.844604457,545.6923,-0.0203,-0.0001, 545.7964,-0.0357,
0.864706998,545.6921,-0.0211,-0.0001, 545.7189,-0.0437,
0.884806707,545.6918,-0.0219,-0.0001, 545.7189,-0.0416,
0.904902625,545.6915,-0.0227,-0.0001, 545.7189,-0.0415,
0.925017706,545.6912,-0.0234,-0.0001, 545.7189,-0.0330,
0.945117789,545.6909,-0.0240,-0.0001, 545.7189,-0.0280,
0.965219331,545.6905,-0.0246,-0.0001, 545.7189,-0.0258,
0.985315457,545.6902,-0.0251,-0.0001, 545.7189,-0.0299,
