time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
0.000000000,  0.0000, 0.0000, 0.0000, 547.7040, 0.0000,
0.020175034,547.7040,-0.0056,-0.0000, 547.7040,-0.2808,
0.040284473,547.7038,-0.0112,-0.0000, 547.7040,-0.2723,
0.060404536,547.7031,-0.0167, 0.0000, 547.5466,-0.2733,
0.080523141,547.7019,-0.0222, 0.0000, 547.5466,-0.2662,
0.100632955,547.7007,-0.0275, 0.0000, 547.4969,-0.2596,
0.120746603,547.6990,-0.0328, 0.0000, 547.4969,-0.2541,
0.140864791,547.6973,-0.0381, 0.0000, 547.4969,-0.2549,
0.160984271,547.6958,-0.0433, 0.0000, 547.6114,-0.2540,
0.181103042,547.6945,-0.0484, 0.0000, 547.6114,-0.2534,
0.201216814,547.6930,-0.0534, 0.0000, 547.7637,-0.2485,
0.221332295,547.6923,-0.0584, 0.0000, 547.7637,-0.2512,
0.241448775,547.6914,-0.0634, 0.0000, 547.7637,-0.2537,
0.261850597,547.6899,-0.0685, 0.0000, 547.5315,-0.2544,
0.281972451,547.6877,-0.0736, 0.0000, 547.5315,-0.2523,
0.302091639,547.6854,-0.0788, 0.0001, 547.6735,-0.2563,
0.322213494,547.6837,-0.0840, 0.0001, 547.6735,-0.2586,
0.342326266,547.6819,-0.0891, 0.0001, 547.6735,-0.2567,
0.362438497,547.6798,-0.0943, 0.0001, 547.5981,-0.2588,
0.382556643,547.6775,-0.0996, 0.0001, 547.5981,-0.2598,
0.402670415,547.6751,-0.1048, 0.0001, 547.5466,-0.2570,
0.423554889,547.6723,-0.1100, 0.0001, 547.5466,-0.2577,
0.443677202,547.6694,-0.1153, 0.0001, 547.5466,-0.2546,
0.463790932,547.6665,-0.1203, 0.0001, 547.5665,-0.2498,
0.483910954,547.6635,-0.1254, 0.0001, 547.5665,-0.2475,
0.504023393,547.6605,-0.1304, 0.0001, 547.5833,-0.2522,
0.524199616,547.6575,-0.1355, 0.0001, 547.5833,-0.2520,
0.544308847,547.6543,-0.1406, 0.0001, 547.5833,-0.2518,
0.564417578,547.6506,-0.1469, 0.0001, 547.6714,-0.2502,
0.584529225,547.6478,-0.1518, 0.0001, 547.6714,-0.2491,
0.604652496,547.6447,-0.1568, 0.0001, 547.6221,-0.2562,
0.624764852,547.6415,-0.1620, 0.0001, 547.6221,-0.2537,
0.644880999,547.6381,-0.1671, 0.0001, 547.6221,-0.2559,
0.664994104,547.6342,-0.1725, 0.0001, 547.5017,-0.2659,
0.685110251,547.6300,-0.1778, 0.0001, 547.5017,-0.2641,
0.705223148,547.6258,-0.1832, 0.0001, 547.5274,-0.2646,
0.725331171,547.6216,-0.1885, 0.0001, 547.5274,-0.2633,
0.745685540,547.6173,-0.1938, 0.0001, 547.5274,-0.2591,
0.766036118,547.6137,-0.1990, 0.0001, 547.7338,-0.2600,
0.786155431,547.6103,-0.2042, 0.0001, 547.7338,-0.2640,
0.806266788,547.6067,-0.2094, 0.0001, 547.6622,-0.2658,
0.826387894,547.6028,-0.2146, 0.0001, 547.6622,-0.2630,
0.846516624,547.5987,-0.2199, 0.0001, 547.6622,-0.2662,
0.866638980,547.5943,-0.2252, 0.0001, 547.5768,-0.2652,
0.887153248,547.5897,-0.2305, 0.0001, 547.5768,-0.2688,
0.907275687,547.5850,-0.2359, 0.0001, 547.5871,-0.2729,
0.927402792,547.5814,-0.2400, 0.0001, 547.5871,-0.2690,
0.947524898,547.5766,-0.2453, 0.0001, 547.5871,-0.2666,
0.967651170,547.5720,-0.2506, 0.0001, 547.7119,-0.2685,
0.987773276,547.5677,-0.2559, 0.0001, 547.7119,-0.2687,
