time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
0.000000000,  0.0000, 0.0000, 0.0000, 545.6719, 0.0000,
0.020127455,545.6720, 0.0076, 0.0000, 545.6719, 0.3870,
0.040233605,545.6722, 0.0155, 0.0000, 545.6719, 0.3890,
0.060332755,545.6728, 0.0228,-0.0000, 545.7350, 0.3556,
0.080432989,545.6736, 0.0295,-0.0000, 545.7350, 0.3181,
0.100529932,545.6746, 0.0359,-0.0000, 545.7350, 0.3284,
0.120647787,545.6757, 0.0436,-0.0000, 545.7350, 0.4218,
0.140755353,545.6769, 0.0533,-0.0000, 545.7350, 0.5187,
0.160858086,545.6780, 0.0645,-0.0000, 545.5650, 0.5816,
0.180956945,545.6788, 0.0762,-0.0000, 545.5650, 0.5833,
0.201052680,545.6798, 0.0872,-0.0000, 545.6349, 0.5364,
0.221162287,545.6815, 0.0975, 0.0000, 545.6349, 0.5077,
0.241264937,545.6833, 0.1069, 0.0000, 545.6349, 0.4510,
0.261362838,545.6851, 0.1150, 0.0000, 545.5951, 0.3838,
0.281459947,545.6870, 0.1218, 0.0000, 545.5951, 0.3136,
0.301557557,545.6891, 0.1272, 0.0000, 545.4854, 0.2552,
0.321669330,545.6906, 0.1315, 0.0000, 545.4854, 0.2001,
0.341776729,545.6923, 0.1353, 0.0000, 545.4854, 0.1941,
0.361877671,545.6943, 0.1386, 0.0000, 545.6178, 0.1494,
0.381978530,545.6967, 0.1402, 0.0000, 545.6178, 0.0474,
0.402076680,545.6991, 0.1405, 0.0000, 545.6777, 0.0014,
0.422191036,545.7018, 0.1402, 0.0000, 545.6777,-0.0243,
0.442292729,545.7044, 0.1390, 0.0000, 545.6777,-0.0919,
0.462392632,545.7071, 0.1359, 0.0000, 545.7100,-0.1831,
0.482485829,545.7098, 0.1315, 0.0000, 545.7100,-0.2455,
0.502583691,545.7124, 0.1262, 0.0000, 545.6202,-0.2712,
0.522798863,545.7144, 0.1202, 0.0000, 545.6202,-0.3129,
0.542931760,545.7162, 0.1135, 0.0001, 545.6202,-0.3374,
0.563024040,545.7183, 0.1069, 0.0001, 545.7525,-0.3210,
0.583122028,545.7205, 0.1010, 0.0001, 545.7525,-0.2825,
0.603219806,545.7226, 0.0961, 0.0001, 545.9476,-0.2171,
0.623330500,545.7257, 0.0929, 0.0000, 545.9476,-0.1350,
0.643460189,545.7286, 0.0907, 0.0000, 545.9476,-0.1180,
0.663557593,545.7311, 0.0884, 0.0000, 545.7998,-0.1234,
0.683650914,545.7332, 0.0859, 0.0000, 545.7998,-0.1292,
0.703750318,545.7352, 0.0834, 0.0000, 545.6952,-0.1195,
0.723861719,545.7367, 0.0808, 0.0000, 545.6952,-0.1364,
0.743968871,545.7384, 0.0777, 0.0000, 545.6952,-0.1121,
0.764071566,545.7394, 0.0757, 0.0000, 545.6325,-0.0853,
0.784171761,545.7404, 0.0736, 0.0000, 545.6325,-0.1010,
0.804270248,545.7422, 0.0716, 0.0000, 546.3206,-0.1062,
0.824378400,545.7465, 0.0700, 0.0000, 546.3206,-0.0992,
0.844480720,545.7507, 0.0682,-0.0000, 546.3206,-0.1084,
0.864582373,545.7524, 0.0660,-0.0000, 545.6428,-0.1216,
0.884680319,545.7531, 0.0639,-0.0000, 545.6428,-0.0919,
0.904780722,545.7540, 0.0616,-0.0000, 545.8128,-0.1290,
0.924894456,545.7555, 0.0585,-0.0000, 545.8128,-0.1604,
0.945000900,545.7570, 0.0556,-0.0000, 545.8128,-0.1410,
0.965272353,545.7584, 0.0531,-0.0000, 545.8300,-0.1314,
0.985374464,545.7598, 0.0503,-0.0000, 545.8300,-0.1517,
