time,altitude,velocity,accel_bias,alt (bmp),vert_accel
105.620650491,593.3235,-0.0032,-0.2640, 593.1812,-0.2651
105.640769266,593.3230,-0.0032,-0.2640, 593.1812,-0.2613
105.660873669,593.3222,-0.0033,-0.2640, 593.1812,-0.2655
105.680974780,593.3219,-0.0034,-0.2640, 593.3324,-0.2662
105.701075142,593.3219,-0.0035,-0.2640, 593.3324,-0.2705
105.721169088,593.3217,-0.0037,-0.2640, 593.1754,-0.2729
105.741280240,593.3209,-0.0039,-0.2640, 593.1754,-0.2708
105.761384226,593.3200,-0.0042,-0.2640, 593.1754,-0.2692
105.781485587,593.3198,-0.0042,-0.2640, 593.3324,-0.2662
105.801588323,593.3198,-0.0042,-0.2640, 593.3324,-0.2622
105.821688060,593.3197,-0.0042,-0.2640, 593.3021,-0.2605
105.841810918,593.3195,-0.0041,-0.2640, 593.3021,-0.2645
105.861916029,593.3193,-0.0041,-0.2640, 593.3021,-0.2634
105.882018349,593.3190,-0.0041,-0.2640, 593.2553,-0.2627
105.902125834,593.3186,-0.0042,-0.2639, 593.2553,-0.2649
105.922230320,593.3181,-0.0043,-0.2639, 593.1947,-0.2659
105.942351179,593.3173,-0.0044,-0.2639, 593.1947,-0.2636
105.962457498,593.3166,-0.0045,-0.2639, 593.1947,-0.2663
105.982557859,593.3161,-0.0045,-0.2639, 593.2398,-0.2633
106.002662012,593.3156,-0.0046,-0.2639, 593.2398,-0.2635
106.022766123,593.3150,-0.0046,-0.2639, 593.1905,-0.2625
106.042878566,593.3143,-0.0046,-0.2639, 593.1905,-0.2584
106.062983719,593.3136,-0.0046,-0.2639, 593.1905,-0.2610
106.083088580,593.3129,-0.0047,-0.2639, 593.2098,-0.2640
106.103189358,593.3123,-0.0047,-0.2639, 593.2098,-0.2597
106.123288678,593.3116,-0.0047,-0.2639, 593.1754,-0.2623
106.143390706,593.3109,-0.0048,-0.2639, 593.1754,-0.2619
106.163487360,593.3101,-0.0048,-0.2639, 593.1754,-0.2630
106.183614426,593.3101,-0.0048,-0.2639, 593.3910,-0.2607
106.203737700,593.3104,-0.0046,-0.2639, 593.3910,-0.2567
106.223834687,593.3106,-0.0044,-0.2639, 593.2911,-0.2555
106.243941090,593.3104,-0.0041,-0.2639, 593.2911,-0.2494
106.264048328,593.3102,-0.0039,-0.2639, 593.2911,-0.2533
106.284176480,593.3096,-0.0039,-0.2639, 593.1795,-0.2590
106.304267054,593.3088,-0.0039,-0.2639, 593.1795,-0.2626
106.324364668,593.3081,-0.0039,-0.2639, 593.1602,-0.2599
106.344502027,593.3072,-0.0040,-0.2639, 593.1602,-0.2633
106.364596350,593.3062,-0.0040,-0.2639, 593.1602,-0.2551
106.384692424,593.3056,-0.0039,-0.2639, 593.2115,-0.2614
106.404792163,593.3051,-0.0039,-0.2639, 593.2115,-0.2606
106.424893819,593.3045,-0.0039,-0.2639, 593.2115,-0.2611
106.445007264,593.3039,-0.0039,-0.2639, 593.2115,-0.2628
106.465110836,593.3034,-0.0040,-0.2639, 593.2718,-0.2670
106.485212659,593.3031,-0.0040,-0.2638, 593.2718,-0.2623
106.505315106,593.3029,-0.0039,-0.2638, 593.2718,-0.2583
106.525416803,593.3028,-0.0038,-0.2638, 593.3266,-0.2628
106.545533998,593.3028,-0.0038,-0.2638, 593.3266,-0.2584
106.565638112,593.3028,-0.0037,-0.2639, 592.7810,-0.2627
106.585733977,593.3001,-0.0040,-0.2638, 592.7810,-0.2628
106.605839007,593.2974,-0.0044,-0.2638, 592.7810,-0.2686
