time,altitude,velocity,accel_bias,alt (bmp),vert_accel
222.294280129,593.9553, 0.0289,-0.2646, 594.0412,-0.2682
222.314548950,593.9563, 0.0288,-0.2646, 594.0412,-0.2722
222.334654044,593.9572, 0.0288,-0.2646, 594.0412,-0.2651
222.354754887,593.9572, 0.0287,-0.2646, 593.7826,-0.2643
222.374858564,593.9569, 0.0286,-0.2646, 593.7826,-0.2643
222.394961450,593.9567, 0.0285,-0.2646, 593.8749,-0.2644
222.415076542,593.9569, 0.0284,-0.2646, 593.8749,-0.2680
222.435181843,593.9570, 0.0284,-0.2645, 593.8749,-0.2615
222.455285312,593.9571, 0.0285,-0.2645, 593.8597,-0.2556
222.475399071,593.9572, 0.0287,-0.2645, 593.8597,-0.2521
222.495507830,593.9573, 0.0288,-0.2645, 593.9186,-0.2569
222.515642045,593.9577, 0.0288,-0.2645, 593.9186,-0.2663
222.535757470,593.9580, 0.0287,-0.2645, 593.9186,-0.2738
222.555909057,593.9578, 0.0284,-0.2645, 593.7540,-0.2689
222.576043979,593.9573, 0.0283,-0.2645, 593.7540,-0.2645
222.596144407,593.9570, 0.0282,-0.2645, 593.9186,-0.2600
222.616273788,593.9574, 0.0283,-0.2645, 593.9186,-0.2492
222.636381381,593.9577, 0.0288,-0.2645, 593.9186,-0.2367
222.656482184,593.9574, 0.0292,-0.2645, 593.7357,-0.2398
222.676582611,593.9569, 0.0296,-0.2645, 593.7357,-0.2382
222.696686413,593.9565, 0.0299,-0.2645, 593.8883,-0.2426
222.716791714,593.9568, 0.0303,-0.2645, 593.8883,-0.2446
222.736892683,593.9570, 0.0305,-0.2645, 593.8883,-0.2530
222.757012608,593.9580, 0.0308,-0.2645, 594.0850,-0.2556
222.777108078,593.9596, 0.0310,-0.2645, 594.0850,-0.2640
222.797209422,593.9602, 0.0309,-0.2645, 593.8277,-0.2683
222.817325305,593.9601, 0.0307,-0.2645, 593.8277,-0.2756
222.837418233,593.9600, 0.0303,-0.2645, 593.8277,-0.2767
222.857520577,593.9600, 0.0300,-0.2645, 593.8277,-0.2673
222.877623213,593.9599, 0.0300,-0.2645, 593.8277,-0.2609
222.897720515,593.9597, 0.0301,-0.2645, 593.7809,-0.2522
222.917835316,593.9594, 0.0302,-0.2645, 593.7809,-0.2512
222.937942784,593.9591, 0.0304,-0.2644, 593.7357,-0.2493
222.958046669,593.9585, 0.0306,-0.2644, 593.7357,-0.2448
222.978140222,593.9580, 0.0309,-0.2644, 593.7357,-0.2459
222.998238733,593.9577, 0.0310,-0.2644, 593.8263,-0.2570
223.018353367,593.9577, 0.0309,-0.2644, 593.8263,-0.2629
223.038461043,593.9576, 0.0309,-0.2644, 593.5201,-0.2635
223.058563179,593.9560, 0.0306,-0.2644, 593.5201,-0.2668
223.078658773,593.9544, 0.0303,-0.2644, 593.5201,-0.2605
223.098759492,593.9534, 0.0302,-0.2644, 593.7540,-0.2598
223.118872251,593.9530, 0.0302,-0.2644, 593.7540,-0.2542
223.138975636,593.9526, 0.0302,-0.2643, 593.4595,-0.2598
223.159084396,593.9507, 0.0301,-0.2643, 593.4595,-0.2548
223.179187698,593.9488, 0.0299,-0.2643, 593.4595,-0.2598
223.199289500,593.9481, 0.0297,-0.2643, 593.9352,-0.2629
223.219408508,593.9487, 0.0298,-0.2643, 593.9352,-0.2548
223.239524517,593.9492, 0.0301,-0.2643, 593.7371,-0.2495
223.259635194,593.9487, 0.0302,-0.2643, 593.7371,-0.2513
223.279742414,593.9482, 0.0303,-0.2643, 593.7371,-0.2562
