time,altitude,velocity,accel_bias,alt (bmp),vert_accel
27.155177761,588.5087,-0.7060,-0.2232, 592.4921,-0.2582
27.175296895,588.5147,-0.7042,-0.2233, 592.4921,-0.2554
27.195395658,588.5213,-0.7022,-0.2235, 592.7397,-0.2609
27.215506211,588.5285,-0.7003,-0.2237, 592.7397,-0.2614
27.235612723,588.5357,-0.6984,-0.2239, 592.4921,-0.2640
27.255719236,588.5416,-0.6967,-0.2240, 592.4921,-0.2606
27.275848622,588.5476,-0.6949,-0.2242, 592.4921,-0.2610
27.295954720,588.5540,-0.6931,-0.2243, 592.6474,-0.2598
27.316060777,588.5607,-0.6912,-0.2245, 592.6474,-0.2584
27.336168667,588.5675,-0.6893,-0.2247, 592.6188,-0.2622
27.356285596,588.5741,-0.6875,-0.2248, 592.6188,-0.2649
27.376408900,588.5808,-0.6857,-0.2250, 592.6188,-0.2659
27.396521705,588.5870,-0.6840,-0.2251, 592.4659,-0.2662
27.416629678,588.5929,-0.6823,-0.2253, 592.4659,-0.2627
27.436733652,588.5987,-0.6806,-0.2254, 592.6319,-0.2634
27.456844166,588.6054,-0.6788,-0.2256, 592.6319,-0.2602
27.476957763,588.6121,-0.6769,-0.2258, 592.6319,-0.2552
27.497071610,588.6192,-0.6749,-0.2259, 592.7831,-0.2559
27.517183624,588.6267,-0.6728,-0.2261, 592.7831,-0.2570
27.537284723,588.6342,-0.6709,-0.2263, 592.4435,-0.2592
27.557394195,588.6400,-0.6691,-0.2264, 592.4435,-0.2527
27.577516499,588.6457,-0.6672,-0.2266, 592.4435,-0.2560
27.597627888,588.6521,-0.6653,-0.2267, 592.6584,-0.2537
27.617738360,588.6590,-0.6633,-0.2269, 592.6584,-0.2526
27.637843667,588.6658,-0.6614,-0.2270, 592.7941,-0.2565
27.657951265,588.6734,-0.6593,-0.2272, 592.7941,-0.2553
27.678077693,588.6810,-0.6572,-0.2274, 592.7941,-0.2474
27.698191123,588.6889,-0.6550,-0.2275, 592.9191,-0.2564
27.718298680,588.6971,-0.6528,-0.2277, 592.9191,-0.2512
27.738459561,588.7053,-0.6506,-0.2279, 592.8437,-0.2540
27.758603569,588.7131,-0.6485,-0.2280, 592.8437,-0.2535
27.778731622,588.7210,-0.6464,-0.2282, 592.8437,-0.2553
27.798833304,588.7285,-0.6445,-0.2284, 592.7338,-0.2600
27.818934112,588.7358,-0.6426,-0.2285, 592.7338,-0.2616
27.839032836,588.7431,-0.6408,-0.2287, 592.6398,-0.2636
27.859136768,588.7499,-0.6390,-0.2288, 592.6398,-0.2654
27.879250740,588.7567,-0.6371,-0.2290, 592.6398,-0.2576
27.899351131,588.7634,-0.6352,-0.2292, 592.5678,-0.2545
27.919455312,588.7698,-0.6333,-0.2293, 592.5678,-0.2582
27.939550246,588.7763,-0.6316,-0.2295, 592.5382,-0.2658
27.959652303,588.7842,-0.6293,-0.2297, 592.5382,-0.2567
27.979765525,588.7905,-0.6274,-0.2298, 592.5382,-0.2530
27.999871623,588.7970,-0.6255,-0.2300, 592.5716,-0.2543
28.019975180,588.8035,-0.6237,-0.2301, 592.5716,-0.2592
28.040077987,588.8102,-0.6218,-0.2303, 592.7683,-0.2597
28.060177420,588.8177,-0.6199,-0.2304, 592.7683,-0.2610
28.080293058,588.8252,-0.6180,-0.2306, 592.7683,-0.2641
28.100395282,588.8326,-0.6162,-0.2307, 592.7245,-0.2695
28.120498714,588.8399,-0.6145,-0.2309, 592.7245,-0.2640
28.140637765,588.8469,-0.6128,-0.2310, 592.5413,-0.2733
