time,altitude,velocity,accel_bias,alt (bmp),vert_accel
85.587712369,596.8818, 0.0092,-0.2593, 596.7151,-0.2547
85.607842341,596.8811, 0.0093,-0.2593, 596.7151,-0.2539
85.627971230,596.8804, 0.0092,-0.2593, 596.7151,-0.2546
85.648092666,596.8798, 0.0093,-0.2593, 596.7151,-0.2533
85.668248263,596.8791, 0.0094,-0.2593, 596.7151,-0.2489
85.688360200,596.8785, 0.0094,-0.2592, 596.6848,-0.2557
85.708474220,596.8777, 0.0094,-0.2592, 596.6848,-0.2553
85.728608321,596.8769, 0.0092,-0.2592, 596.6848,-0.2632
85.748714509,596.8761, 0.0090,-0.2592, 596.6848,-0.2624
85.768912642,596.8753, 0.0088,-0.2592, 596.6848,-0.2638
85.789029912,596.8745, 0.0087,-0.2592, 596.6848,-0.2573
85.809262791,596.8737, 0.0086,-0.2592, 596.6848,-0.2539
85.829363729,596.8729, 0.0086,-0.2592, 596.6848,-0.2577
85.849476916,596.8720, 0.0084,-0.2592, 596.7003,-0.2561
85.869585312,596.8713, 0.0084,-0.2592, 596.7003,-0.2617
85.889702456,596.8706, 0.0083,-0.2592, 596.7151,-0.2582
85.909809102,596.8700, 0.0082,-0.2592, 596.7151,-0.2524
85.930840873,596.8695, 0.0082,-0.2592, 596.7151,-0.2540
85.950972765,596.8689, 0.0082,-0.2592, 596.7151,-0.2568
85.971085785,596.8682, 0.0081,-0.2591, 596.7151,-0.2577
85.991219553,596.8676, 0.0080,-0.2591, 596.7151,-0.2612
86.011349070,596.8670, 0.0078,-0.2591, 596.7151,-0.2631
86.031461632,596.8664, 0.0077,-0.2591, 596.7151,-0.2637
86.051582860,596.8658, 0.0075,-0.2591, 596.7303,-0.2646
86.071712377,596.8652, 0.0073,-0.2591, 596.7303,-0.2617
86.091818274,596.8647, 0.0073,-0.2591, 596.7303,-0.2518
86.111944250,596.8641, 0.0073,-0.2591, 596.7303,-0.2558
86.139173430,596.8637, 0.0072,-0.2591, 596.7303,-0.2620
86.159303947,596.8633, 0.0071,-0.2591, 596.7303,-0.2616
86.179410468,596.8627, 0.0068,-0.2591, 596.7303,-0.2670
86.199525030,596.8621, 0.0066,-0.2591, 596.7303,-0.2625
86.219639800,596.8616, 0.0066,-0.2591, 596.7454,-0.2577
86.239756861,596.8612, 0.0065,-0.2591, 596.7454,-0.2572
86.260046816,596.8608, 0.0064,-0.2591, 596.8378,-0.2636
86.280153212,596.8608, 0.0064,-0.2591, 596.8378,-0.2608
86.300269523,596.8608, 0.0064,-0.2591, 596.8378,-0.2590
86.320384251,596.8609, 0.0063,-0.2591, 596.8681,-0.2614
86.340676122,596.8611, 0.0062,-0.2591, 596.8681,-0.2631
86.360792017,596.8612, 0.0061,-0.2591, 596.8829,-0.2628
86.380897788,596.8614, 0.0061,-0.2591, 596.8829,-0.2629
86.401006559,596.8617, 0.0060,-0.2591, 596.8829,-0.2636
86.421120912,596.8619, 0.0059,-0.2591, 596.8829,-0.2671
86.441224475,596.8621, 0.0058,-0.2591, 596.8829,-0.2667
86.461382614,596.8623, 0.0056,-0.2591, 596.8829,-0.2685
86.481492343,596.8625, 0.0055,-0.2591, 596.8829,-0.2659
86.501608696,596.8627, 0.0053,-0.2591, 596.8829,-0.2676
86.521725674,596.8629, 0.0051,-0.2591, 596.8829,-0.2713
86.541838152,596.8631, 0.0050,-0.2591, 596.8829,-0.2645
86.561950173,596.8633, 0.0049,-0.2591, 596.8829,-0.2631
86.582058818,596.8634, 0.0049,-0.2591, 596.8829,-0.2567
