time,altitude,velocity,accel_bias,alt (bmp),vert_accel
265.843202949,596.6650, 0.0135,-0.2584, 596.6665,-0.2516
265.863330395,596.6653, 0.0137,-0.2584, 596.6665,-0.2440
265.883454883,596.6655, 0.0140,-0.2584, 596.6665,-0.2432
265.903719023,596.6658, 0.0142,-0.2584, 596.6813,-0.2494
265.923850427,596.6662, 0.0144,-0.2584, 596.6813,-0.2486
265.943963916,596.6665, 0.0146,-0.2584, 596.6813,-0.2504
265.964084071,596.6668, 0.0148,-0.2584, 596.6665,-0.2465
265.984205601,596.6671, 0.0150,-0.2584, 596.6665,-0.2459
266.004479198,596.6674, 0.0151,-0.2584, 596.6510,-0.2561
266.024768918,596.6676, 0.0151,-0.2584, 596.6510,-0.2578
266.044888656,596.6678, 0.0151,-0.2584, 596.6510,-0.2569
266.064999146,596.6680, 0.0152,-0.2584, 596.6510,-0.2509
266.085121259,596.6682, 0.0153,-0.2584, 596.6510,-0.2511
266.105250705,596.6684, 0.0156,-0.2584, 596.6510,-0.2483
266.125371069,596.6686, 0.0157,-0.2584, 596.6510,-0.2529
266.145492557,596.6688, 0.0159,-0.2584, 596.6510,-0.2513
266.165612546,596.6690, 0.0160,-0.2584, 596.6510,-0.2482
266.185731159,596.6693, 0.0161,-0.2584, 596.6510,-0.2521
266.205848440,596.6695, 0.0163,-0.2584, 596.6510,-0.2459
266.225954180,596.6697, 0.0165,-0.2584, 596.6510,-0.2483
266.246065336,596.6699, 0.0167,-0.2584, 596.6510,-0.2525
266.266180159,596.6702, 0.0167,-0.2584, 596.6665,-0.2527
266.286491084,596.6705, 0.0169,-0.2584, 596.6665,-0.2534
266.306632154,596.6708, 0.0170,-0.2584, 596.6665,-0.2528
266.326738769,596.6711, 0.0172,-0.2584, 596.6665,-0.2490
266.347046070,596.6714, 0.0173,-0.2584, 596.6665,-0.2512
266.367153602,596.6718, 0.0174,-0.2584, 596.6813,-0.2532
266.387260383,596.6722, 0.0175,-0.2584, 596.6813,-0.2555
266.407374914,596.6726, 0.0176,-0.2584, 596.6965,-0.2545
266.427650886,596.6732, 0.0176,-0.2584, 596.6965,-0.2561
266.447773041,596.6736, 0.0177,-0.2584, 596.6965,-0.2546
266.467887780,596.6741, 0.0178,-0.2584, 596.6965,-0.2589
266.487997853,596.6745, 0.0178,-0.2584, 596.6965,-0.2582
266.508106093,596.6748, 0.0178,-0.2584, 596.6169,-0.2580
266.528221832,596.6748, 0.0178,-0.2584, 596.6169,-0.2555
266.548336071,596.6749, 0.0178,-0.2584, 596.6169,-0.2546
266.568613625,596.6749, 0.0177,-0.2584, 596.6169,-0.2584
266.588724240,596.6750, 0.0177,-0.2584, 596.6169,-0.2566
266.608835813,596.6751, 0.0178,-0.2584, 596.6317,-0.2551
266.628951010,596.6752, 0.0179,-0.2584, 596.6317,-0.2498
266.649220401,596.6753, 0.0181,-0.2584, 596.6965,-0.2472
266.669337016,596.6758, 0.0184,-0.2584, 596.6965,-0.2477
266.689447175,596.6762, 0.0186,-0.2584, 596.6965,-0.2463
266.709552917,596.6767, 0.0188,-0.2584, 596.6813,-0.2488
266.730059031,596.6770, 0.0191,-0.2584, 596.6813,-0.2442
266.750172439,596.6774, 0.0194,-0.2584, 596.6665,-0.2452
266.770289055,596.6778, 0.0196,-0.2584, 596.6665,-0.2464
266.790404629,596.6781, 0.0199,-0.2584, 596.6665,-0.2458
266.810513205,596.6784, 0.0202,-0.2584, 596.6665,-0.2417
266.830628571,596.6787, 0.0205,-0.2584, 596.6665,-0.2440
