time,altitude,velocity,accel_bias,alt (bmp),vert_accel
206.434895013,596.6377,-0.0316,-0.2575, 596.6176,-0.2496
206.455025493,596.6369,-0.0315,-0.2575, 596.6176,-0.2548
206.475145391,596.6362,-0.0315,-0.2575, 596.6176,-0.2594
206.495259040,596.6354,-0.0315,-0.2575, 596.6176,-0.2553
206.515380021,596.6347,-0.0315,-0.2575, 596.6176,-0.2537
206.535543414,596.6340,-0.0314,-0.2575, 596.6176,-0.2513
206.555660979,596.6333,-0.0313,-0.2575, 596.6025,-0.2502
206.575778919,596.6325,-0.0311,-0.2575, 596.6025,-0.2484
206.595899317,596.6317,-0.0310,-0.2575, 596.6025,-0.2527
206.616068418,596.6309,-0.0309,-0.2575, 596.6025,-0.2560
206.636222771,596.6301,-0.0309,-0.2575, 596.6025,-0.2578
206.656348879,596.6294,-0.0309,-0.2575, 596.5380,-0.2556
206.676616846,596.6283,-0.0309,-0.2575, 596.5380,-0.2530
206.696723539,596.6272,-0.0309,-0.2575, 596.5380,-0.2551
206.716859979,596.6262,-0.0308,-0.2575, 596.5528,-0.2486
206.736967548,596.6252,-0.0307,-0.2575, 596.5528,-0.2531
206.757067909,596.6242,-0.0307,-0.2575, 596.5683,-0.2539
206.777204099,596.6233,-0.0306,-0.2575, 596.5683,-0.2476
206.797317750,596.6222,-0.0305,-0.2575, 596.5683,-0.2520
206.817429319,596.6213,-0.0303,-0.2575, 596.5832,-0.2473
206.837542970,596.6205,-0.0301,-0.2575, 596.5832,-0.2471
206.857651746,596.6197,-0.0300,-0.2575, 596.5515,-0.2534
206.877762690,596.6187,-0.0300,-0.2575, 596.5515,-0.2547
206.897875591,596.6178,-0.0300,-0.2575, 596.5515,-0.2591
206.917995241,596.6169,-0.0301,-0.2575, 596.5670,-0.2580
206.938108101,596.6160,-0.0301,-0.2575, 596.5670,-0.2561
206.958224710,596.6152,-0.0301,-0.2575, 596.5670,-0.2587
206.978341194,596.6143,-0.0301,-0.2575, 596.5670,-0.2564
206.998455845,596.6135,-0.0302,-0.2575, 596.5670,-0.2586
207.018570330,596.6126,-0.0303,-0.2575, 596.5670,-0.2593
207.038684481,596.6118,-0.0304,-0.2574, 596.5670,-0.2639
207.058800090,596.6109,-0.0305,-0.2574, 596.5818,-0.2625
207.078958486,596.6102,-0.0306,-0.2574, 596.5818,-0.2667
207.099078637,596.6094,-0.0308,-0.2574, 596.5818,-0.2645
207.119203578,596.6086,-0.0309,-0.2574, 596.5818,-0.2561
207.139464420,596.6079,-0.0309,-0.2574, 596.5818,-0.2561
207.159587820,596.6071,-0.0309,-0.2574, 596.5818,-0.2556
207.179708762,596.6064,-0.0308,-0.2574, 596.5818,-0.2491
207.199830996,596.6056,-0.0307,-0.2574, 596.5818,-0.2540
207.219938231,596.6049,-0.0306,-0.2574, 596.5969,-0.2557
207.240059673,596.6043,-0.0306,-0.2574, 596.5969,-0.2521
207.260166450,596.6036,-0.0306,-0.2574, 596.5818,-0.2577
207.280301307,596.6028,-0.0307,-0.2574, 596.5818,-0.2597
207.300423124,596.6021,-0.0308,-0.2574, 596.5818,-0.2629
207.320541150,596.6015,-0.0309,-0.2574, 596.6135,-0.2605
207.340652926,596.6009,-0.0309,-0.2574, 596.6135,-0.2621
207.360822363,596.6003,-0.0310,-0.2574, 596.5983,-0.2594
207.380936889,596.5997,-0.0310,-0.2574, 596.5983,-0.2537
207.401091993,596.5991,-0.0310,-0.2574, 596.5983,-0.2569
207.421215227,596.5984,-0.0309,-0.2574, 596.5983,-0.2592
