time,altitude,velocity,accel_bias,alt (bmp),accx,accy,accz,vert_accel, gyro[0], gyro[1], gyro[2]
1684198325512947900,520.7397,-0.0002,-0.0000,520.7397,-0.1725,0.1890,9.7611,-0.0427,-0.1831,0.0610,0.0000
1684198325522513954,520.7397,-0.0004,-0.0000,520.7397,-0.1509,0.1962,9.7396,-0.0438,-0.1221,-0.0610,0.0000
1684198325523672950,520.7396,-0.0006,-0.0000,520.7397,-0.1653,0.1579,9.7658,-0.0435,-0.1221,-0.0610,0.0000
1684198325532491322,520.7396,-0.0009,-0.0000,520.7397,-0.1917,0.1627,9.7110,-0.0460,-0.1221,0.0610,0.0000
1684198325533626197,520.7396,-0.0011,-0.0000,520.7397,-0.1461,0.1364,9.7896,-0.0444,0.0000,0.1221,0.0000
1684198325542486688,520.7396,-0.0013,-0.0000,520.7397,-0.1557,0.1483,9.8182,-0.0415,-0.1831,0.0000,0.0000
1684198325543633477,520.7396,-0.0015,-0.0000,520.7397,-0.1629,0.2009,9.7849,-0.0404,0.0000,0.0610,0.0610
1684198325552478845,520.7396,-0.0017,-0.0000,520.7397,-0.1605,0.2105,9.7325,-0.0419,-0.1831,-0.0610,0.0000
1684198325553613345,520.7396,-0.0019,-0.0000,520.7397,-0.1102,0.1172,9.7777,-0.0412,-0.1221,0.0610,0.0000
1684198325562482835,520.7396,-0.0021,-0.0000,521.0806,-0.1821,0.1794,9.7658,-0.0410,0.0000,0.0000,-0.1221
1684198325563626458,520.7400,-0.0023,-0.0000,521.0806,-0.1557,0.1962,9.7753,-0.0404,-0.2441,0.0000,0.0000
1684198325570599559,520.7404,-0.0024,-0.0000,521.0806,-0.1629,0.1698,9.7753,-0.0398,-0.0610,0.0610,0.0610
1684198325573686814,520.7409,-0.0026,-0.0000,521.0806,-0.1677,0.1627,9.7658,-0.0397,-0.1831,0.1221,0.0000
1684198325578605842,520.7413,-0.0027,-0.0000,521.0806,-0.1821,0.1698,9.7277,-0.0416,-0.1221,0.0000,0.0000
1684198325587226451,520.7417,-0.0029,-0.0000,521.0806,-0.1294,0.1818,9.8015,-0.0396,-0.1831,-0.1831,-0.1831
1684198325588586918,520.7421,-0.0030,-0.0000,521.0806,-0.1557,0.1890,9.8468,-0.0355,-0.1831,0.0000,-0.1221
1684198325597453908,520.7425,-0.0031,-0.0000,521.0806,-0.1653,0.1890,9.7706,-0.0354,-0.1831,-0.0610,-0.1221
1684198325598583908,520.7429,-0.0032,-0.0000,521.0806,-0.1581,0.1722,9.7229,-0.0377,-0.1831,-0.0610,-0.1221
1684198325607225681,520.7433,-0.0034,-0.0000,521.0806,-0.1318,0.1962,9.7730,-0.0374,-0.3662,-0.0610,0.0000
1684198325608959510,520.7437,-0.0035,-0.0000,521.0957,-0.1557,0.1770,9.8039,-0.0355,-0.1831,-0.0610,0.0000
1684198325617450346,520.7442,-0.0036,-0.0000,521.0957,-0.1701,0.1746,9.8158,-0.0331,-0.1831,-0.0610,0.0000
1684198325618582763,520.7446,-0.0037,-0.0000,521.0957,-0.1749,0.1938,9.8015,-0.0316,-0.2441,-0.0610,0.0000
1684198325627229369,520.7450,-0.0038,-0.0000,521.0957,-0.1821,0.1651,9.8015,-0.0301,-0.3662,0.0000,0.0610
1684198325628587419,520.7454,-0.0039,-0.0000,521.0957,-0.1725,0.1531,9.7587,-0.0309,-0.1221,-0.0610,0.0000
1684198325637549145,520.7458,-0.0040,-0.0001,521.0957,-0.1485,0.1866,9.8111,-0.0290,0.0000,0.0000,0.0000
1684198325642455633,520.7463,-0.0041,-0.0001,521.0957,-0.1629,0.1603,9.7301,-0.0312,-0.2441,0.1221,0.0000
1684198325643597298,520.7467,-0.0042,-0.0001,521.0957,-0.1917,0.1579,9.8373,-0.0280,-0.2441,-0.0610,-0.1221
1684198325652434417,520.7471,-0.0043,-0.0001,521.0957,-0.1821,0.1603,9.8325,-0.0252,-0.2441,-0.0610,0.0000
1684198325653565710,520.7475,-0.0043,-0.0001,521.0957,-0.1653,0.1770,9.8349,-0.0224,-0.3052,0.0610,-0.1221
1684198325658877055,520.7479,-0.0044,-0.0001,521.0957,-0.1581,0.1459,9.7658,-0.0232,-0.0610,0.0610,0.0000
1684198325667225745,520.7483,-0.0044,-0.0001,521.0957,-0.1725,0.1387,9.7468,-0.0249,-0.1831,0.0000,0.0000
1684198325668560841,520.7488,-0.0045,-0.0001,521.0957,-0.1725,0.1746,9.7706,-0.0253,-0.1831,0.1221,0.0000
1684198325677260230,520.7492,-0.0046,-0.0001,521.0957,-0.1557,0.1507,9.7158,-0.0285,0.0000,0.0000,0.0000
1684198325678605741,520.7496,-0.0047,-0.0001,521.0957,-0.1366,0.1794,9.7372,-0.0304,-0.1831,-0.0610,0.0610
1684198325687226225,520.7500,-0.0048,-0.0001,521.0957,-0.1941,0.1914,9.7539,-0.0314,-0.2441,-0.0610,0.0000
1684198325688599857,520.7504,-0.0049,-0.0001,521.0957,-0.1437,0.1914,9.7968,-0.0302,-0.2441,-0.0610,0.0000
1684198325697413313,520.7508,-0.0050,-0.0001,521.0957,-0.1869,0.1794,9.7682,-0.0304,-0.2441,-0.0610,0.0610
1684198325698547229,520.7512,-0.0051,-0.0001,521.0957,-0.1533,0.1842,9.7873,-0.0297,-0.1831,0.0000,0.1221
1684198325707223497,520.7516,-0.0052,-0.0001,521.0957,-0.1605,0.1674,9.7563,-0.0307,-0.1221,-0.0610,-0.1221
1684198325708850508,520.7520,-0.0053,-0.0001,521.0957,-0.1294,0.1722,9.7682,-0.0309,-0.2441,0.0610,0.0610
1684198325717402044,520.7524,-0.0054,-0.0001,521.0957,-0.1725,0.1459,9.8015,-0.0295,-0.1831,-0.0610,0.0000
1684198325718572206,520.7529,-0.0055,-0.0001,521.0957,-0.1869,0.1411,9.7372,-0.0314,0.0000,0.0000,0.0610
1684198325727269054,520.7533,-0.0056,-0.0001,521.0957,-0.1821,0.1531,9.7634,-0.0318,0.0000,0.0000,0.0000
1684198325728546783,520.7537,-0.0057,-0.0001,521.0957,-0.1581,0.1746,9.7634,-0.0323,-0.1831,0.0000,0.0000
1684198325733534300,520.7541,-0.0058,-0.0001,521.0957,-0.1773,0.1483,9.8182,-0.0300,-0.1221,0.0610,0.0000
1684198325738525984,520.7545,-0.0059,-0.0001,521.0957,-0.2060,0.1651,9.8206,-0.0276,-0.2441,-0.0610,0.0610
1684198325747229039,520.7549,-0.0059,-0.0001,521.0957,-0.1485,0.1651,9.7777,-0.0276,-0.1221,0.1221,0.0610
1684198325748534681,520.7553,-0.0061,-0.0001,521.0957,-0.1150,0.1507,9.6729,-0.0328,-0.1221,-0.0610,0.0000
1684198325757383340,520.7557,-0.0062,-0.0001,521.0957,-0.1797,0.1651,9.7825,-0.0322,-0.0610,0.0000,0.0610
1684198325758830877,520.7561,-0.0063,-0.0001,521.1104,-0.1437,0.1962,9.7325,-0.0342,-0.1831,-0.0610,0.0000
1684198325767228352,520.7565,-0.0064,-0.0001,521.1104,-0.1773,0.1364,9.8278,-0.0313,-0.1221,-0.0610,0.0000
1684198325768527662,520.7569,-0.0065,-0.0001,521.1104,-0.1965,0.1411,9.8540,-0.0272,-0.1831,-0.0610,-0.1221
1684198325775372990,520.7573,-0.0065,-0.0001,521.1104,-0.1653,0.1818,9.7849,-0.0268,-0.2441,-0.0610,0.0000
1684198325779692730,520.7577,-0.0066,-0.0002,521.1104,-0.2060,0.1866,9.8230,-0.0245,-0.1831,0.0000,0.0610
1684198325787228624,520.7581,-0.0067,-0.0002,521.1104,-0.1629,0.1818,9.7444,-0.0263,-0.2441,-0.0610,-0.1221
1684198325788519809,520.7585,-0.0068,-0.0002,521.1104,-0.1653,0.1842,9.7396,-0.0282,-0.2441,0.0000,0.0000
1684198325797374884,520.7589,-0.0069,-0.0002,521.1104,-0.2084,0.1770,9.7277,-0.0305,-0.0610,0.0000,0.0610
1684198325798509717,520.7593,-0.0070,-0.0002,521.1104,-0.1797,0.1746,9.7730,-0.0305,-0.0610,0.0610,0.0610
1684198325809093746,520.7602,-0.0072,-0.0002,521.1104,-0.1533,0.2129,9.7325,-0.0327,-0.1831,0.0610,0.0000
1684198325817376239,520.7605,-0.0073,-0.0002,521.0957,-0.1605,0.2081,9.7539,-0.0336,-0.0610,0.0000,0.0000
1684198325818527403,520.7609,-0.0074,-0.0002,521.0957,-0.1533,0.2296,9.8063,-0.0318,-0.2441,-0.0610,0.0000
1684198325827497586,520.7613,-0.0075,-0.0002,521.0957,-0.1749,0.1603,9.8063,-0.0301,-0.3052,0.0000,0.0000
1684198325828601090,520.7617,-0.0076,-0.0002,521.0957,-0.1701,0.1483,9.7658,-0.0305,-0.2441,0.0610,0.0000
1684198325837450582,520.7621,-0.0077,-0.0002,521.0957,-0.1701,0.1818,9.7396,-0.0322,-0.1831,0.0000,0.0000
1684198325838536048,520.7625,-0.0078,-0.0002,521.0957,-0.1749,0.1722,9.8254,-0.0295,-0.2441,0.0000,0.0000
1684198325847227813,520.7628,-0.0079,-0.0002,521.0957,-0.1557,0.1866,9.7444,-0.0310,-0.1831,0.0000,0.0000
1684198325848481129,520.7632,-0.0080,-0.0002,521.0957,-0.1629,0.1627,9.8278,-0.0283,-0.1831,-0.0610,-0.1831
1684198325857342870,520.7636,-0.0080,-0.0002,521.0957,-0.1581,0.1411,9.7849,-0.0278,-0.2441,0.0610,0.0000
1684198325858806946,520.7640,-0.0081,-0.0002,521.0806,-0.1821,0.2225,9.7944,-0.0269,-0.1831,-0.0610,0.0000
1684198325867390269,520.7643,-0.0082,-0.0002,521.0806,-0.1270,0.1579,9.6825,-0.0316,-0.1831,0.0000,0.0000
1684198325868528686,520.7647,-0.0083,-0.0002,521.0806,-0.1413,0.1411,9.8158,-0.0295,-0.1221,-0.0610,0.0000
1684198325877337809,520.7650,-0.0084,-0.0002,521.0806,-0.1893,0.1985,9.7873,-0.0288,-0.1831,0.0000,0.0000
1684198325879133253,520.7654,-0.0085,-0.0002,521.0806,-0.1677,0.1818,9.7873,-0.0282,-0.2441,0.0000,-0.1221
1684198325887344673,520.7658,-0.0086,-0.0002,521.0806,-0.1893,0.1842,9.7896,-0.0275,-0.1221,0.0610,0.0000
1684198325888485630,520.7661,-0.0087,-0.0002,521.0806,-0.1461,0.1435,9.7420,-0.0293,0.0000,0.1221,0.0000
1684198325893475272,520.7665,-0.0088,-0.0002,521.0806,-0.1773,0.1603,9.7349,-0.0313,-0.1221,-0.0610,0.0000
1684198325902324348,520.7668,-0.0089,-0.0002,521.0806,-0.1533,0.1603,9.7801,-0.0309,-0.0610,0.0610,0.0000
1684198325912400618,520.7675,-0.0091,-0.0002,521.0957,-0.1749,0.1651,9.7849,-0.0321,-0.1221,0.0610,0.0000
1684198325917323812,520.7679,-0.0092,-0.0002,521.0957,-0.1653,0.1794,9.7801,-0.0317,-0.2441,-0.0610,0.0000
1684198325918456687,520.7682,-0.0093,-0.0002,521.0957,-0.1725,0.1770,9.7229,-0.0342,-0.1221,0.0000,0.0610
1684198325927331551,520.7686,-0.0095,-0.0002,521.0957,-0.1581,0.1962,9.7753,-0.0339,-0.1221,0.0000,0.0000
1684198325928467801,520.7690,-0.0096,-0.0003,521.0957,-0.1629,0.1483,9.7015,-0.0373,-0.4272,-0.0610,0.1221
1684198325937315418,520.7693,-0.0097,-0.0003,521.0957,-0.1917,0.1722,9.8182,-0.0347,0.0000,0.0610,0.0000
1684198325938450751,520.7697,-0.0098,-0.0003,521.0957,-0.1797,0.1698,9.7444,-0.0360,-0.0610,0.0610,0.0610
1684198325947347153,520.7701,-0.0100,-0.0003,521.0957,-0.1869,0.1722,9.6991,-0.0394,-0.0610,0.0000,0.0000
1684198325948477696,520.7704,-0.0101,-0.0003,521.0957,-0.1509,0.1483,9.7515,-0.0401,-0.1831,-0.0610,0.0000
1684198325953424011,520.7708,-0.0103,-0.0003,521.0957,-0.1413,0.1483,9.8182,-0.0374,-0.1831,-0.0610,0.0610
1684198325962298708,520.7711,-0.0104,-0.0003,521.0806,-0.1845,0.1507,9.6777,-0.0418,-0.3052,-0.0610,0.0610
1684198325967331469,520.7715,-0.0106,-0.0003,521.0806,-0.1270,0.1555,9.7968,-0.0401,-0.0610,0.0000,0.0000
1684198325968467594,520.7718,-0.0107,-0.0003,521.0806,-0.1413,0.1555,9.7801,-0.0394,-0.1221,0.0610,0.0000
1684198325977300005,520.7721,-0.0109,-0.0003,521.0806,-0.1461,0.1507,9.7253,-0.0413,-0.2441,0.0610,0.0000
1684198325978440671,520.7725,-0.0110,-0.0003,521.0806,-0.1413,0.1603,9.7801,-0.0405,-0.1831,-0.0610,0.0000
1684198325984451538,520.7728,-0.0112,-0.0003,521.0806,-0.1605,0.1770,9.8349,-0.0369,-0.1221,-0.1831,0.0610
1684198325991281035,520.7731,-0.0113,-0.0003,521.0806,-0.1222,0.1651,9.7682,-0.0369,0.0000,0.0000,-0.1221
1684198325997286903,520.7735,-0.0114,-0.0003,521.0806,-0.1653,0.1579,9.7420,-0.0382,-0.1831,0.0000,0.0000
1684198325998422320,520.7738,-0.0116,-0.0003,521.0806,-0.1413,0.1842,9.7063,-0.0412,0.0000,0.0000,0.0000
1684198326007308765,520.7741,-0.0118,-0.0003,521.0806,-0.1605,0.1674,9.7539,-0.0416,0.0000,0.0000,0.0000
1684198326008764302,520.7745,-0.0119,-0.0003,521.0656,-0.0910,0.1866,9.7777,-0.0409,-0.2441,-0.0610,0.0000
1684198326013409745,520.7748,-0.0121,-0.0003,521.0656,-0.1653,0.1483,9.7420,-0.0420,-0.1221,0.0610,0.1221
1684198326022283651,520.7751,-0.0122,-0.0003,521.0656,-0.1437,0.1651,9.7777,-0.0412,-0.1221,0.1221,0.0000
1684198326023424275,520.7754,-0.0124,-0.0003,521.0656,-0.1557,0.1507,9.7539,-0.0417,-0.1831,-0.0610,0.1221
1684198326032268810,520.7757,-0.0126,-0.0003,521.0656,-0.1749,0.1674,9.7539,-0.0421,-0.2441,0.0000,0.0610
1684198326035264579,520.7760,-0.0127,-0.0003,521.0656,-0.1246,0.1794,9.7468,-0.0429,-0.1831,0.0610,0.0000
1684198326038400660,520.7763,-0.0129,-0.0003,521.0656,-0.1509,0.1651,9.7611,-0.0429,-0.2441,-0.0610,-0.1221
1684198326047292938,520.7766,-0.0130,-0.0003,521.0656,-0.1605,0.1890,9.7777,-0.0420,-0.2441,0.0610,0.0000
1684198326048418773,520.7769,-0.0132,-0.0003,521.0656,-0.1893,0.1364,9.7325,-0.0435,-0.1831,-0.0610,0.0000
1684198326057253143,520.7772,-0.0134,-0.0003,521.0656,-0.1988,0.2009,9.7491,-0.0440,-0.1221,-0.1831,0.0610
1684198326062257492,520.7775,-0.0136,-0.0003,521.0509,-0.1629,0.1914,9.7491,-0.0446,-0.1831,-0.0610,0.1221
1684198326063388201,520.7777,-0.0137,-0.0003,521.0509,-0.1845,0.1674,9.7658,-0.0442,-0.1831,-0.0610,0.0610
1684198326072247025,520.7780,-0.0139,-0.0003,521.0509,-0.1677,0.1603,9.7730,-0.0436,-0.1831,0.0000,0.0000
1684198326073380193,520.7783,-0.0141,-0.0003,521.0509,-0.1581,0.1698,9.7849,-0.0424,-0.1831,-0.0610,0.0000
1684198326082275220,520.7786,-0.0142,-0.0003,521.0509,-0.1126,0.1698,9.7730,-0.0418,-0.1831,-0.0610,0.0000
1684198326083592944,520.7788,-0.0144,-0.0003,521.0509,-0.1461,0.1914,9.7658,-0.0417,0.0000,0.0000,0.0610
1684198326091340848,520.7791,-0.0146,-0.0003,521.0509,-0.1797,0.1603,9.8206,-0.0388,-0.1221,0.0610,0.0000
1684198326093388881,520.7794,-0.0147,-0.0003,521.0509,-0.1725,0.1483,9.7753,-0.0383,-0.1831,0.0000,0.0000
1684198326102237957,520.7796,-0.0149,-0.0004,521.0509,-0.1461,0.1794,9.7730,-0.0379,-0.3052,0.0000,-0.1221
1684198326103377331,520.7799,-0.0150,-0.0004,521.0509,-0.1198,0.1866,9.7658,-0.0379,-0.3052,-0.0610,0.1221
1684198326112238281,520.7802,-0.0151,-0.0004,521.0509,-0.1701,0.1555,9.7587,-0.0383,-0.1831,-0.0610,0.0000
1684198326113367948,520.7804,-0.0153,-0.0004,521.0509,-0.1629,0.2177,9.7920,-0.0370,0.0000,0.0610,-0.1221
1684198326122222940,520.7807,-0.0154,-0.0004,521.0509,-0.1509,0.1651,9.8135,-0.0347,-0.1831,0.0000,0.0000
1684198326123356357,520.7810,-0.0156,-0.0004,521.0509,-0.1222,0.1507,9.7253,-0.0369,-0.1221,0.0000,0.0000
1684198326132219098,520.7812,-0.0157,-0.0004,521.0509,-0.1701,0.1866,9.8182,-0.0343,-0.1831,-0.0610,0.0000
1684198326133344100,520.7815,-0.0158,-0.0004,521.0509,-0.1437,0.2081,9.7515,-0.0353,0.0000,0.0610,0.0610
1684198326142219463,520.7817,-0.0159,-0.0004,521.0509,-0.1605,0.1866,9.7706,-0.0352,-0.1831,-0.0610,0.0000
1684198326143355963,520.7820,-0.0161,-0.0004,521.0509,-0.1629,0.1962,9.7325,-0.0370,0.0000,0.0610,-0.1221
1684198326152213163,520.7823,-0.0162,-0.0004,521.0509,-0.1677,0.1507,9.7634,-0.0372,0.0000,0.1221,0.1831
1684198326153342248,520.7825,-0.0164,-0.0004,521.0509,-0.1318,0.1842,9.7539,-0.0378,-0.1221,0.0610,0.0000
1684198326158652593,520.7828,-0.0165,-0.0004,521.0208,-0.1773,0.1387,9.7849,-0.0369,-0.1221,0.0000,0.0000
1684198326167316447,520.7830,-0.0166,-0.0004,521.0208,-0.1605,0.1651,9.7825,-0.0361,-0.1831,0.0610,0.0000
1684198326168384498,520.7832,-0.0168,-0.0004,521.0208,-0.1988,0.1794,9.8230,-0.0334,-0.1221,0.0610,0.0000
1684198326177197704,520.7834,-0.0169,-0.0004,521.0208,-0.1701,0.1866,9.8039,-0.0317,-0.2441,-0.1831,-0.1221
1684198326178331746,520.7836,-0.0170,-0.0004,521.0208,-0.1653,0.1698,9.7896,-0.0308,-0.1831,0.0610,-0.1221
1684198326187325426,520.7838,-0.0171,-0.0004,521.0208,-0.1845,0.1722,9.7777,-0.0306,-0.1221,0.1221,0.0000
1684198326188413850,520.7841,-0.0172,-0.0004,521.0208,-0.1629,0.1890,9.7944,-0.0295,-0.0610,0.0610,0.0000
1684198326193340835,520.7843,-0.0173,-0.0004,521.0208,-0.1461,0.1746,9.7801,-0.0292,-0.3052,-0.0610,0.0000
1684198326202191786,520.7845,-0.0174,-0.0004,521.0208,-0.1988,0.1507,9.7777,-0.0291,0.0000,0.0000,0.0000
1684198326203335118,520.7847,-0.0175,-0.0004,521.0208,-0.2060,0.1627,9.8039,-0.0276,-0.0610,0.0000,0.0610
1684198326212189693,520.7849,-0.0176,-0.0004,521.0061,-0.1917,0.1316,9.7801,-0.0274,-0.1831,-0.0610,0.1221
1684198326213320569,520.7851,-0.0177,-0.0004,521.0061,-0.1150,0.1603,9.7801,-0.0273,-0.1831,0.0000,0.0000
1684198326222181352,520.7853,-0.0179,-0.0004,521.0061,-0.1893,0.1364,9.6753,-0.0324,-0.1221,0.0000,0.0000
1684198326223339140,520.7855,-0.0180,-0.0004,521.0061,-0.1509,0.1483,9.8039,-0.0308,-0.1831,0.0000,0.0000
1684198326232172052,520.7857,-0.0181,-0.0004,521.0061,-0.1845,0.1842,9.8206,-0.0284,-0.1221,0.0610,-0.1221
1684198326233302053,520.7858,-0.0182,-0.0004,521.0061,-0.1557,0.1746,9.8039,-0.0270,-0.1831,0.0610,0.0610
1684198326242181875,520.7860,-0.0183,-0.0004,521.0061,-0.1509,0.1842,9.7039,-0.0306,-0.1221,0.0610,0.0610
1684198326243329081,520.7862,-0.0184,-0.0004,521.0061,-0.1461,0.1627,9.7658,-0.0310,-0.0610,0.1221,0.0000
1684198326252169700,520.7864,-0.0185,-0.0004,521.0061,-0.1773,0.1483,9.8420,-0.0276,-0.1221,0.1221,0.0000
1684198326253301201,520.7866,-0.0186,-0.0004,521.0061,-0.1725,0.1866,9.7491,-0.0289,-0.2441,0.0610,0.0000
1684198326258600423,520.7868,-0.0187,-0.0004,521.0208,-0.2012,0.1674,9.7515,-0.0301,-0.1221,0.1221,0.0000
1684198326267159542,520.7870,-0.0189,-0.0004,521.0208,-0.1581,0.1387,9.7229,-0.0327,-0.0610,0.0000,0.0610
1684198326268320038,520.7872,-0.0190,-0.0004,521.0208,-0.1821,0.1651,9.7229,-0.0351,0.0000,0.0000,0.0610
1684198326273302224,520.7874,-0.0191,-0.0004,521.0208,-0.2012,0.1579,9.7873,-0.0341,-0.1221,0.0610,0.0000
1684198326278299157,520.7876,-0.0193,-0.0004,521.0208,-0.1485,0.1698,9.7825,-0.0335,-0.1221,0.0000,0.0000
1684198326287152899,520.7878,-0.0194,-0.0004,521.0208,-0.1749,0.1962,9.7753,-0.0333,-0.1221,0.2441,0.0000
1684198326292154248,520.7880,-0.0195,-0.0004,521.0208,-0.1821,0.2033,9.7992,-0.0318,-0.1831,0.1831,0.0000
1684198326293347615,520.7881,-0.0196,-0.0004,521.0208,-0.1366,0.1603,9.7849,-0.0312,-0.1221,0.1221,0.0000
1684198326302150031,520.7883,-0.0197,-0.0004,521.0208,-0.1533,0.1459,9.8182,-0.0290,-0.0610,0.0610,0.1221
1684198326303321276,520.7885,-0.0198,-0.0005,521.0208,-0.1725,0.1770,9.8135,-0.0270,-0.2441,0.1221,0.0000
1684198326311280399,520.7887,-0.0199,-0.0005,521.0208,-0.1437,0.1603,9.8420,-0.0238,-0.1221,0.1221,0.0610
1684198326313293604,520.7889,-0.0200,-0.0005,521.0208,-0.1797,0.2057,9.8111,-0.0222,-0.1221,0.1221,0.0610
1684198326322135931,520.7891,-0.0200,-0.0005,521.0208,-0.1725,0.2536,9.8230,-0.0201,-0.0610,0.1221,0.0000
1684198326323366959,520.7893,-0.0201,-0.0005,521.0208,-0.1773,0.1746,9.8158,-0.0185,-0.1221,0.3052,0.0610
1684198326332134547,520.7895,-0.0201,-0.0005,521.0208,-0.1821,0.2177,9.8825,-0.0136,-0.1221,0.3662,-0.1221
1684198326333266756,520.7897,-0.0201,-0.0005,521.0208,-0.1773,0.2201,9.8540,-0.0104,-0.0610,0.4272,0.0000
1684198326342202402,520.7899,-0.0201,-0.0005,521.0208,-0.1845,0.2129,9.8802,-0.0061,-0.1221,0.6104,0.0000
1684198326343299825,520.7901,-0.0201,-0.0005,521.0208,-0.1725,0.1651,9.8325,-0.0043,0.0610,0.8545,0.0610
1684198326352121405,520.7903,-0.0201,-0.0005,521.0208,-0.2108,0.1627,9.8706,-0.0007,-0.1221,0.8545,0.1221
1684198326353252572,520.7904,-0.0200,-0.0005,521.0208,-0.2084,0.1651,9.8278,0.0005,-0.1221,0.9766,0.0000
1684198326362123645,520.7906,-0.0200,-0.0005,521.0208,-0.2108,0.1340,9.8278,0.0017,-0.1831,0.9766,0.0000
1684198326363281225,520.7908,-0.0199,-0.0005,521.0208,-0.2156,0.0981,9.8111,0.0020,-0.2441,1.0376,0.0610
1684198326372153839,520.7910,-0.0199,-0.0005,521.0208,-0.1677,0.0837,9.7920,0.0012,-0.1831,1.0986,0.1831
1684198326373281966,520.7912,-0.0199,-0.0005,521.0208,-0.1557,0.0694,9.6586,-0.0062,-0.1221,1.0376,0.1221
1684198326382118544,520.7914,-0.0199,-0.0005,521.0208,-0.2036,0.0837,9.5967,-0.0162,-0.1831,0.9155,0.1831
1684198326383291538,520.7916,-0.0200,-0.0005,521.0208,-0.1845,0.0765,9.5395,-0.0287,-0.0610,0.6104,0.2441
1684198326389810206,520.7918,-0.0202,-0.0005,521.0208,-0.1605,0.1029,9.4943,-0.0428,-0.1831,0.1221,0.1831
1684198326394036669,520.7920,-0.0204,-0.0005,521.0208,-0.1581,0.1866,9.6610,-0.0478,-0.1831,0.0000,0.0000
1684198326402115608,520.7921,-0.0206,-0.0005,521.0208,-0.1653,0.2320,9.7182,-0.0497,0.0000,0.0000,0.0000
1684198326403357801,520.7923,-0.0208,-0.0005,521.0208,-0.1533,0.2823,9.8373,-0.0455,0.0000,0.0610,0.1831
1684198326412103601,520.7925,-0.0210,-0.0005,521.0061,-0.2036,0.2679,9.7730,-0.0447,0.0000,-0.1221,0.0000
1684198326413239434,520.7927,-0.0212,-0.0005,521.0061,-0.2252,0.2679,9.7896,-0.0430,-0.1221,-0.0610,0.0000
1684198326422091551,520.7928,-0.0213,-0.0005,521.0061,-0.2252,0.2464,9.7753,-0.0422,-0.1221,0.0000,0.0000
1684198326423261171,520.7930,-0.0215,-0.0005,521.0061,-0.2180,0.2344,9.7491,-0.0428,-0.1831,0.0610,0.0000
1684198326432088042,520.7932,-0.0217,-0.0005,521.0061,-0.2276,0.2416,9.8182,-0.0399,-0.1831,0.0000,0.0000
1684198326433227959,520.7933,-0.0218,-0.0005,521.0061,-0.1845,0.2296,9.8111,-0.0375,-0.3662,0.1831,0.0610
1684198326442086742,520.7935,-0.0220,-0.0005,521.0061,-0.2228,0.1938,9.8301,-0.0342,-0.2441,0.2441,0.0000
1684198326443302730,520.7936,-0.0221,-0.0005,521.0061,-0.1965,0.1411,9.7229,-0.0366,-0.1221,0.2441,0.0000
1684198326452081316,520.7938,-0.0223,-0.0005,521.0061,-0.1533,0.0646,9.5991,-0.0450,-0.1221,0.1831,-0.1221
1684198326453211192,520.7939,-0.0225,-0.0005,521.0061,-0.1581,0.0598,9.6062,-0.0527,0.0000,0.0610,0.0000
1684198326462087973,520.7941,-0.0228,-0.0005,521.0208,-0.1461,0.0359,9.6896,-0.0559,0.0000,0.1221,0.0000
1684198326463262758,520.7943,-0.0230,-0.0005,521.0208,-0.1150,0.0813,9.7801,-0.0544,-0.0610,-0.1831,0.0000
1684198326471225131,520.7944,-0.0232,-0.0005,521.0208,-0.1461,0.1029,9.7801,-0.0529,-0.0610,-0.1831,0.0000
1684198326473189801,520.7946,-0.0234,-0.0005,521.0208,-0.1318,0.1483,9.9183,-0.0446,-0.1831,-0.2441,-0.1221
1684198326482064457,520.7948,-0.0236,-0.0005,521.0208,-0.1485,0.1651,9.8873,-0.0382,-0.1221,0.1221,0.0000
1684198326483226453,520.7949,-0.0237,-0.0005,521.0208,-0.1773,0.2081,9.7944,-0.0368,-0.0610,0.0610,0.0000
1684198326491291561,520.7951,-0.0239,-0.0005,521.0208,-0.1725,0.2081,9.7968,-0.0353,-0.2441,0.2441,-0.1221
1684198326496455512,520.7953,-0.0240,-0.0005,521.0208,-0.2587,0.2081,9.7730,-0.0350,-0.0610,0.0610,0.0000
1684198326498211629,520.7954,-0.0241,-0.0005,521.0208,-0.2468,0.2129,9.6896,-0.0388,-0.4272,0.0000,-0.1831
1684198326507060413,520.7956,-0.0243,-0.0005,521.0208,-0.2108,0.2105,9.6944,-0.0423,-0.3662,0.1221,0.0000
1684198326508535738,520.7958,-0.0245,-0.0005,521.0208,-0.2516,0.2368,9.7515,-0.0427,-0.2441,-0.0610,0.0000
1684198326517053946,520.7959,-0.0247,-0.0005,521.0208,-0.1845,0.2679,9.7301,-0.0442,0.0000,0.1831,0.0000
1684198326518186364,520.7961,-0.0249,-0.0005,521.0208,-0.1917,0.2416,9.7420,-0.0451,-0.2441,-0.0610,-0.1221
1684198326527052396,520.7962,-0.0251,-0.0005,521.0208,-0.2060,0.2296,9.6729,-0.0493,0.0000,0.0000,0.0610
1684198326528215517,520.7964,-0.0253,-0.0006,521.0208,-0.2468,0.1985,9.7277,-0.0506,0.0000,0.0000,0.0000
1684198326537048845,520.7965,-0.0255,-0.0006,521.0208,-0.1557,0.2153,9.7896,-0.0487,-0.0610,-0.1221,-0.1831
1684198326538181220,520.7967,-0.0257,-0.0006,521.0208,-0.1677,0.1722,9.8540,-0.0438,-0.1831,-0.1831,0.0000
