time,altitude,velocity,accel_bias,alt (bmp),accx,accy,accz,vert_accel,gyro[0],gyro[1],gyro[2]
1684208814715167074,525.4541,-0.0000,-0.0000,525.4541,-0.1677,0.1866,9.8015,-0.0026,-0.1221,0.0610,0.1221
1684208814717555725,525.4541,-0.0000,-0.0000,525.4541,-0.1533,0.1842,9.7896,-0.0032,-0.1221,-0.0610,0.0000
1684208814725076569,525.4541,-0.0001,-0.0000,525.4541,-0.1845,0.2009,9.7349,-0.0065,-0.2441,-0.0610,0.0610
1684208814726679071,525.4541,-0.0001,-0.0000,525.4541,-0.1701,0.1722,9.8635,-0.0032,-0.1831,-0.0610,0.0000
1684208814735525397,525.4541,-0.0001,-0.0000,525.4541,-0.2108,0.1627,9.8015,-0.0031,-0.3052,-0.0610,0.0000
1684208814736657519,525.4541,-0.0001,-0.0000,525.4541,-0.1917,0.1746,9.8087,-0.0027,-0.1221,-0.0610,0.1221
1684208814745070877,525.4541,-0.0001,-0.0000,525.4541,-0.1437,0.1818,9.7539,-0.0051,-0.2441,-0.0610,0.1221
1684208814746643757,525.4541,-0.0002,-0.0000,525.4541,-0.2012,0.1794,9.8039,-0.0049,-0.2441,-0.0610,0.0000
1684208814755515497,525.4541,-0.0002,-0.0000,525.4541,-0.2060,0.1770,9.8182,-0.0039,-0.3052,-0.0610,0.0000
1684208814756983885,525.4541,-0.0002,-0.0000,525.1909,-0.1893,0.1053,9.7277,-0.0076,-0.3052,0.0000,0.0610
1684208814765108932,525.4537,-0.0003,0.0000,525.1909,-0.1701,0.1364,9.8015,-0.0073,-0.0610,0.0000,0.0000
1684208814766643815,525.4534,-0.0004,0.0000,525.1909,-0.1725,0.1818,9.8230,-0.0060,-0.2441,0.0000,0.0000
1684208814775509972,525.4531,-0.0004,0.0000,525.1909,-0.2252,0.2033,9.8349,-0.0041,-0.1831,0.0000,0.0000
1684208814776644177,525.4527,-0.0005,0.0000,525.1909,-0.1893,0.1698,9.7825,-0.0050,-0.3662,-0.0610,0.0000
1684208814785072785,525.4524,-0.0006,0.0000,525.1909,-0.1821,0.1244,9.7539,-0.0073,-0.1221,0.0000,0.0610
1684208814786624250,525.4521,-0.0007,0.0000,525.1909,-0.2204,0.1411,9.7849,-0.0079,-0.1221,-0.0610,0.0000
1684208814795497864,525.4517,-0.0007,0.0000,525.1909,-0.1533,0.1698,9.7753,-0.0089,-0.3052,-0.1831,0.1221
1684208814796624987,525.4514,-0.0008,0.0000,525.1909,-0.1605,0.1579,9.7444,-0.0115,-0.3052,-0.0610,0.0610
1684208814805169960,525.4511,-0.0009,0.0000,525.1909,-0.1893,0.1220,9.8135,-0.0105,-0.1831,-0.0610,0.1221
1684208814807027485,525.4507,-0.0010,0.0000,525.2057,-0.1557,0.1435,9.8135,-0.0095,-0.3662,-0.0610,0.0000
1684208814815514296,525.4504,-0.0011,0.0000,525.2057,-0.1845,0.1531,9.7801,-0.0102,-0.1831,0.0000,0.0000
1684208814816656876,525.4501,-0.0012,0.0000,525.2057,-0.1653,0.1818,9.7682,-0.0115,-0.3052,-0.0610,0.0610
1684208814821632621,525.4498,-0.0013,0.0000,525.2057,-0.1893,0.1698,9.7944,-0.0114,-0.3052,-0.0610,0.0610
1684208814830527943,525.4495,-0.0014,0.0000,525.2057,-0.1581,0.1555,9.7253,-0.0148,-0.3662,-0.0610,0.0000
1684208814831662690,525.4492,-0.0015,0.0000,525.2057,-0.1557,0.1770,9.7468,-0.0170,-0.1831,-0.0610,0.0000
1684208814840479684,525.4488,-0.0016,0.0000,525.2057,-0.1390,0.1507,9.8420,-0.0142,-0.2441,-0.0610,0.0610
1684208814841612514,525.4485,-0.0018,0.0000,525.2057,-0.1797,0.1411,9.7825,-0.0146,-0.3662,-0.1831,0.0000
1684208814846594134,525.4482,-0.0019,0.0000,525.2057,-0.2012,0.1938,9.8540,-0.0114,-0.1831,0.0000,0.0000
1684208814855473749,525.4479,-0.0020,0.0000,525.2057,-0.1677,0.1316,9.7182,-0.0151,-0.1831,-0.2441,0.0000
1684208814856919597,525.4476,-0.0021,0.0001,525.2057,-0.1318,0.1459,9.7539,-0.0169,-0.3662,-0.0610,0.0000
1684208814865112014,525.4473,-0.0022,0.0001,525.2057,-0.1509,0.1459,9.7539,-0.0186,-0.2441,0.0000,0.0610
1684208814869112417,525.4470,-0.0023,0.0001,525.2057,-0.1485,0.1579,9.8373,-0.0161,-0.1831,-0.2441,0.0610
1684208814871601102,525.4466,-0.0025,0.0001,525.2057,-0.1629,0.1627,9.8135,-0.0148,-0.2441,-0.1831,0.0000
1684208814880463176,525.4463,-0.0026,0.0001,525.2057,-0.1437,0.1746,9.7944,-0.0146,-0.3052,-0.0610,0.0610
1684208814881596298,525.4460,-0.0027,0.0001,525.2057,-0.1581,0.1316,9.8063,-0.0138,-0.2441,-0.0610,0.0000
1684208814888483148,525.4457,-0.0028,0.0001,525.2057,-0.1437,0.1531,9.8182,-0.0124,-0.1221,-0.0610,0.0000
1684208814895465532,525.4454,-0.0029,0.0001,525.2057,-0.1581,0.1698,9.8420,-0.0099,-0.1831,0.0000,0.0610
1684208814896606403,525.4451,-0.0029,0.0001,525.2057,-0.1725,0.1531,9.8397,-0.0076,-0.2441,0.0610,0.0000
1684208814905067091,525.4447,-0.0030,0.0001,525.2057,-0.1653,0.1531,9.8063,-0.0072,-0.1831,0.0000,0.0000
1684208814906891952,525.4444,-0.0031,0.0001,525.2057,-0.1821,0.1411,9.8087,-0.0066,-0.3052,-0.0610,0.0000
1684208814915707488,525.4441,-0.0031,0.0001,525.2057,-0.1701,0.1651,9.8397,-0.0045,-0.2441,-0.0610,0.0610
1684208814916783656,525.4438,-0.0032,0.0001,525.2057,-0.1845,0.1890,9.7420,-0.0074,-0.0610,0.0000,0.0000
1684208814925069399,525.4435,-0.0033,0.0001,525.2057,-0.1821,0.1890,9.7777,-0.0083,-0.1221,0.0000,0.0000
1684208814926568618,525.4432,-0.0034,0.0001,525.2057,-0.2036,0.1411,9.8301,-0.0066,-0.1831,-0.0610,0.0610
1684208814935444233,525.4429,-0.0034,0.0001,525.2057,-0.1557,0.1340,9.7873,-0.0071,-0.1831,-0.0610,0.0000
1684208814936569689,525.4425,-0.0035,0.0001,525.2057,-0.1461,0.1579,9.7634,-0.0088,-0.3052,-0.1831,0.1221
1684208814945069457,525.4422,-0.0036,0.0001,525.2057,-0.1749,0.1531,9.8278,-0.0072,-0.1831,-0.0610,0.1221
1684208814946555260,525.4419,-0.0037,0.0001,525.2057,-0.1701,0.1555,9.8278,-0.0057,-0.2441,-0.0610,0.0000
1684208814955432333,525.4416,-0.0037,0.0001,525.2057,-0.1629,0.1387,9.8087,-0.0052,-0.2441,-0.1831,0.0000
1684208814956883139,525.4413,-0.0038,0.0001,525.1434,-0.1557,0.1842,9.7753,-0.0064,-0.1221,-0.0610,0.0000
1684208814965076098,525.4409,-0.0039,0.0001,525.1434,-0.1869,0.1507,9.8111,-0.0057,-0.1831,0.0000,0.0000
1684208814966695808,525.4405,-0.0039,0.0001,525.1434,-0.1677,0.1890,9.8587,-0.0027,-0.2441,-0.0610,0.0000
1684208814975431600,525.4401,-0.0040,0.0001,525.1434,-0.1773,0.2105,9.8015,-0.0027,-0.0610,0.0000,0.0000
1684208814976564972,525.4397,-0.0041,0.0001,525.1434,-0.1917,0.1842,9.7587,-0.0048,-0.1221,-0.0610,0.0610
1684208814985065532,525.4393,-0.0041,0.0001,525.1434,-0.1797,0.1651,9.8301,-0.0033,-0.1831,0.1221,0.0000
1684208814986543544,525.4389,-0.0042,0.0001,525.1434,-0.1581,0.1746,9.7658,-0.0050,-0.2441,-0.0610,0.0610
1684208814995431533,525.4385,-0.0043,0.0001,525.1434,-0.1988,0.1770,9.8087,-0.0045,-0.1831,0.0000,0.0000
1684208814996562905,525.4381,-0.0043,0.0001,525.1434,-0.1845,0.1698,9.8659,-0.0012,-0.2441,-0.0610,0.1221
1684208815005072214,525.4377,-0.0044,0.0001,525.1434,-0.1509,0.1651,9.7920,-0.0018,-0.3052,-0.0610,0.1221
1684208815006851329,525.4373,-0.0045,0.0001,525.1584,-0.1749,0.1387,9.7349,-0.0052,-0.1221,0.0610,0.0610
1684208815015418593,525.4370,-0.0045,0.0001,525.1584,-0.1677,0.1794,9.7730,-0.0065,-0.2441,0.1221,0.0000
1684208815016549798,525.4366,-0.0046,0.0001,525.1584,-0.1653,0.1579,9.7873,-0.0070,-0.3662,-0.0610,0.0610
1684208815022212075,525.4362,-0.0047,0.0001,525.1584,-0.1366,0.1579,9.8135,-0.0062,-0.3052,-0.0610,0.1221
1684208815030416741,525.4358,-0.0048,0.0001,525.1584,-0.1270,0.1555,9.8325,-0.0045,-0.1831,0.0000,0.1221
1684208815031553238,525.4355,-0.0048,0.0001,525.1584,-0.1701,0.1435,9.8373,-0.0027,-0.1221,0.0000,0.0000
1684208815040402564,525.4351,-0.0049,0.0001,525.1584,-0.1725,0.1651,9.8158,-0.0020,-0.2441,0.1221,0.0000
1684208815041534519,525.4347,-0.0049,0.0001,525.1584,-0.1893,0.2129,9.7777,-0.0032,-0.2441,0.0000,0.0610
1684208815050393886,525.4344,-0.0050,0.0002,525.1584,-0.1270,0.1651,9.8420,-0.0011,-0.0610,0.0000,0.1221
1684208815051526883,525.4340,-0.0050,0.0002,525.1584,-0.1629,0.1340,9.8087,-0.0009,-0.1221,-0.0610,0.0000
1684208815060400248,525.4336,-0.0051,0.0002,525.1882,-0.1773,0.1651,9.8587,0.0019,-0.1221,-0.0610,0.0000
1684208815061533954,525.4333,-0.0051,0.0002,525.1882,-0.1509,0.1459,9.7444,-0.0012,-0.3052,-0.0610,0.0000
1684208815070391820,525.4329,-0.0052,0.0002,525.1882,-0.1533,0.1244,9.8349,0.0003,-0.3052,-0.0610,0.0000
1684208815071522568,525.4326,-0.0052,0.0002,525.1882,-0.1485,0.1507,9.8015,0.0002,-0.2441,-0.0610,0.0000
1684208815080387475,525.4323,-0.0052,0.0002,525.1882,-0.1413,0.2057,9.7801,-0.0010,-0.3052,-0.0610,0.0610
1684208815081520472,525.4319,-0.0053,0.0002,525.1882,-0.1773,0.1387,9.7682,-0.0028,-0.2441,-0.0610,0.0000
1684208815090384839,525.4316,-0.0053,0.0002,525.1882,-0.1845,0.1459,9.8039,-0.0027,-0.1831,-0.2441,0.0000
1684208815091515419,525.4313,-0.0054,0.0002,525.1882,-0.1437,0.1076,9.8587,0.0001,-0.3662,-0.0610,0.1221
1684208815100393034,525.4309,-0.0054,0.0002,525.1882,-0.1965,0.1435,9.8158,0.0007,-0.1831,0.0610,0.0000
1684208815101537906,525.4306,-0.0055,0.0002,525.1882,-0.1485,0.1364,9.8063,0.0008,-0.1831,-0.0610,0.1221
1684208815110447352,525.4303,-0.0055,0.0002,525.2033,-0.1725,0.1555,9.8135,0.0012,-0.2441,0.0000,0.0610
1684208815111587556,525.4300,-0.0055,0.0002,525.2033,-0.1725,0.1579,9.8063,0.0012,-0.1831,-0.0610,0.0000
1684208815120486962,525.4297,-0.0056,0.0002,525.2033,-0.1485,0.1292,9.7896,0.0004,-0.2441,0.0000,0.0000
1684208815121642832,525.4293,-0.0056,0.0002,525.2033,-0.1749,0.1722,9.8397,0.0021,-0.2441,-0.0610,0.0610
1684208815126515211,525.4290,-0.0056,0.0002,525.2033,-0.1581,0.1555,9.7515,-0.0006,-0.1831,-0.1831,0.0610
1684208815135365745,525.4287,-0.0057,0.0002,525.2033,-0.1485,0.1555,9.7563,-0.0030,-0.2441,-0.0610,0.0000
1684208815136500408,525.4284,-0.0057,0.0002,525.2033,-0.1677,0.1770,9.8135,-0.0024,-0.1221,-0.0610,0.0000
1684208815145101044,525.4281,-0.0058,0.0002,525.2033,-0.1845,0.1387,9.8015,-0.0024,-0.3052,-0.0610,0.0000
1684208815150361644,525.4278,-0.0058,0.0002,525.2033,-0.1509,0.1603,9.8563,0.0003,-0.2441,0.0610,0.0000
1684208815151491099,525.4275,-0.0058,0.0002,525.2033,-0.1725,0.1507,9.8325,0.0017,-0.2441,-0.0610,0.0000
1684208815160355924,525.4272,-0.0059,0.0002,525.2033,-0.1677,0.1579,9.6967,-0.0038,-0.3662,-0.0610,0.0610
1684208815161494879,525.4268,-0.0059,0.0002,525.2033,-0.1725,0.1722,9.8063,-0.0035,-0.2441,0.0610,0.0000
1684208815166467625,525.4265,-0.0060,0.0002,525.2033,-0.1605,0.1387,9.7634,-0.0054,-0.3662,-0.1831,0.0610
1684208815175360197,525.4262,-0.0061,0.0002,525.2033,-0.1677,0.2057,9.7372,-0.0084,-0.1831,-0.0610,-0.1221
1684208815180351317,525.4259,-0.0062,0.0002,525.2033,-0.1749,0.1698,9.8420,-0.0061,-0.2441,0.0000,0.0000
1684208815181488022,525.4256,-0.0062,0.0002,525.2033,-0.1749,0.1603,9.8158,-0.0052,-0.1831,0.0000,0.0610
1684208815190340556,525.4253,-0.0063,0.0002,525.2033,-0.1869,0.1698,9.8206,-0.0041,-0.1221,-0.0610,0.0610
1684208815191464512,525.4250,-0.0063,0.0002,525.2033,-0.1581,0.1962,9.7253,-0.0079,-0.1831,0.0610,-0.1221
1684208815200330711,525.4247,-0.0064,0.0002,525.2033,-0.1845,0.1818,9.7634,-0.0095,-0.1221,0.0000,0.0000
1684208815201466791,525.4244,-0.0065,0.0002,525.2033,-0.1270,0.2081,9.7087,-0.0138,-0.2441,-0.0610,0.0000
1684208815210338324,525.4240,-0.0067,0.0002,525.1407,-0.1725,0.1770,9.7372,-0.0165,0.0000,0.0000,0.1221
1684208815211471404,525.4237,-0.0068,0.0002,525.1407,-0.1845,0.1555,9.7658,-0.0176,-0.2441,-0.0610,0.0610
1684208815218713352,525.4233,-0.0069,0.0002,525.1407,-0.1773,0.1842,9.8063,-0.0166,-0.1831,0.0000,0.1221
1684208815221517263,525.4229,-0.0071,0.0002,525.1407,-0.1629,0.1627,9.7515,-0.0184,-0.2441,-0.0610,0.0610
1684208815226477761,525.4225,-0.0072,0.0002,525.1407,-0.1629,0.1890,9.8492,-0.0152,-0.1831,0.0610,0.0000
1684208815235327920,525.4221,-0.0073,0.0002,525.1407,-0.1797,0.1507,9.8087,-0.0143,-0.3052,-0.0610,0.0000
1684208815236465166,525.4217,-0.0074,0.0002,525.1407,-0.2204,0.1531,9.7896,-0.0142,-0.1831,-0.0610,0.0610
1684208815245066802,525.4213,-0.0075,0.0002,525.1407,-0.1845,0.1985,9.8087,-0.0133,-0.3052,-0.0610,0.0610
1684208815246436531,525.4209,-0.0076,0.0002,525.1407,-0.1797,0.2081,9.8420,-0.0107,-0.4272,0.0610,0.1221
1684208815255310064,525.4205,-0.0077,0.0003,525.1407,-0.1509,0.2201,9.7849,-0.0111,-0.2441,0.1221,0.1831
1684208815256766744,525.4201,-0.0078,0.0003,525.1557,-0.1677,0.1770,9.7801,-0.0118,-0.0610,0.0000,0.0610
1684208815265067445,525.4198,-0.0079,0.0003,525.1557,-0.1821,0.1674,9.8087,-0.0110,-0.1831,0.0610,0.0000
1684208815266427092,525.4194,-0.0080,0.0003,525.1557,-0.1509,0.2201,9.7706,-0.0121,-0.1221,-0.0610,0.0000
1684208815275303623,525.4190,-0.0081,0.0003,525.1557,-0.1677,0.1579,9.8754,-0.0079,-0.1831,-0.0610,0.0000
1684208815276430413,525.4186,-0.0082,0.0003,525.1557,-0.1797,0.1746,9.8373,-0.0059,-0.1221,0.0610,0.0000
1684208815285067713,525.4183,-0.0082,0.0003,525.1557,-0.1485,0.1866,9.8373,-0.0039,-0.4272,-0.0610,0.1221
1684208815286413777,525.4179,-0.0083,0.0003,525.1557,-0.1605,0.1794,9.8278,-0.0026,-0.2441,-0.0610,0.0610
1684208815295298100,525.4175,-0.0084,0.0003,525.1557,-0.1725,0.2177,9.7634,-0.0045,-0.1221,0.0000,0.1831
1684208815296426889,525.4172,-0.0084,0.0003,525.1557,-0.1437,0.1364,9.8468,-0.0022,-0.1831,-0.0610,0.1221
1684208815305065897,525.4168,-0.0085,0.0003,525.1557,-0.1653,0.1387,9.8349,-0.0005,-0.3662,-0.0610,0.0610
1684208815306723521,525.4164,-0.0085,0.0003,525.1708,-0.1965,0.1387,9.8373,0.0012,-0.2441,0.0000,0.0000
1684208815315289202,525.4161,-0.0085,0.0003,525.1708,-0.1246,0.1651,9.7992,0.0008,-0.1831,-0.0610,0.1221
1684208815316416241,525.4157,-0.0086,0.0003,525.1708,-0.1557,0.1722,9.8444,0.0028,-0.1831,-0.0610,0.0610
1684208815325165907,525.4154,-0.0086,0.0003,525.1708,-0.1390,0.1100,9.7372,-0.0008,-0.2441,0.0610,0.1221
1684208815326438769,525.4150,-0.0086,0.0003,525.1708,-0.1270,0.1555,9.8492,0.0015,-0.3052,-0.0610,0.0610
1684208815331414306,525.4147,-0.0087,0.0003,525.1708,-0.1509,0.1627,9.8611,0.0042,-0.3052,-0.0610,0.0000
1684208815340281089,525.4143,-0.0087,0.0003,525.1708,-0.1677,0.1579,9.8015,0.0039,-0.1831,-0.0610,0.0610
1684208815341417794,525.4140,-0.0087,0.0003,525.1708,-0.1270,0.1985,9.8540,0.0062,-0.2441,-0.0610,0.0000
1684208815350274869,525.4136,-0.0087,0.0003,525.1708,-0.1773,0.1148,9.7563,0.0034,-0.3052,-0.0610,0.0000
1684208815351408658,525.4133,-0.0087,0.0003,525.1708,-0.1797,0.1842,9.7920,0.0027,-0.1831,-0.1831,0.0610
1684208815360276274,525.4129,-0.0088,0.0003,525.1858,-0.1366,0.1316,9.7682,0.0007,-0.1831,0.1221,0.0000
1684208815361414812,525.4126,-0.0088,0.0003,525.1858,-0.1749,0.1196,9.8278,0.0018,-0.2441,0.0000,0.1221
1684208815370259513,525.4123,-0.0088,0.0003,525.1858,-0.1222,0.1627,9.8135,0.0022,-0.2441,-0.0610,0.0000
1684208815371392968,525.4119,-0.0089,0.0003,525.1858,-0.1845,0.1483,9.8063,0.0022,-0.1831,-0.0610,0.0610
1684208815380271625,525.4116,-0.0089,0.0003,525.1858,-0.1246,0.1483,9.8301,0.0033,-0.1831,0.0610,0.0610
1684208815381420121,525.4113,-0.0089,0.0003,525.1858,-0.1366,0.1316,9.8039,0.0031,-0.0610,-0.1221,0.0000
1684208815390261572,525.4109,-0.0089,0.0003,525.1858,-0.1653,0.1985,9.7634,0.0009,-0.0610,0.0000,0.0610
1684208815391387862,525.4106,-0.0090,0.0003,525.1858,-0.1485,0.1244,9.7730,-0.0007,-0.0610,0.0610,0.0000
1684208815400252103,525.4103,-0.0090,0.0003,525.1858,-0.1821,0.1531,9.7896,-0.0014,-0.1831,-0.0610,0.1221
1684208815401387016,525.4100,-0.0091,0.0003,525.1858,-0.1605,0.1364,9.7920,-0.0020,-0.1221,0.0610,0.0000
1684208815410259674,525.4096,-0.0091,0.0003,525.1858,-0.1629,0.1746,9.7611,-0.0041,-0.2441,0.0610,0.0610
1684208815411396129,525.4093,-0.0092,0.0003,525.1858,-0.1677,0.1411,9.7349,-0.0073,-0.1831,-0.0610,0.0610
1684208815420245954,525.4090,-0.0093,0.0003,525.1858,-0.1653,0.1722,9.7563,-0.0094,-0.1221,-0.0610,0.0000
1684208815421378243,525.4087,-0.0094,0.0003,525.1858,-0.1557,0.1603,9.8373,-0.0073,-0.1221,-0.1831,0.0000
1684208815430258483,525.4083,-0.0094,0.0003,525.1858,-0.1677,0.1531,9.7825,-0.0080,-0.1831,-0.1831,0.0000
1684208815431396146,525.4080,-0.0095,0.0003,525.1858,-0.1821,0.1603,9.7563,-0.0100,-0.2441,0.0000,0.1221
1684208815440247139,525.4077,-0.0096,0.0003,525.1858,-0.1677,0.1794,9.7873,-0.0103,-0.1831,-0.0610,0.0000
1684208815441391301,525.4073,-0.0097,0.0003,525.1858,-0.1773,0.1555,9.8206,-0.0090,-0.2441,0.0610,0.0610
1684208815450234253,525.4070,-0.0098,0.0003,525.1858,-0.1605,0.1842,9.8373,-0.0069,-0.3662,-0.0610,0.0610
1684208815451364125,525.4067,-0.0098,0.0003,525.1858,-0.1917,0.1674,9.8039,-0.0066,-0.3052,-0.3052,0.0610
1684208815460234282,525.4064,-0.0099,0.0003,525.1085,-0.1797,0.1890,9.8158,-0.0056,-0.3052,-0.0610,0.0000
1684208815461371904,525.4059,-0.0100,0.0004,525.1085,-0.2108,0.1794,9.7873,-0.0062,-0.3052,-0.0610,0.0000
1684208815470227479,525.4055,-0.0101,0.0004,525.1085,-0.1653,0.1627,9.8015,-0.0060,-0.3052,0.1221,0.0000
1684208815471365184,525.4051,-0.0101,0.0004,525.1085,-0.1821,0.1483,9.7468,-0.0086,-0.0610,0.0610,0.1221
1684208815480221051,525.4047,-0.0103,0.0004,525.1085,-0.1797,0.1746,9.7015,-0.0133,-0.1831,0.0610,0.0610
1684208815481355923,525.4042,-0.0104,0.0004,525.1085,-0.1869,0.1483,9.7753,-0.0141,-0.1831,0.0000,0.1221
1684208815490238038,525.4038,-0.0105,0.0004,525.1085,-0.1557,0.1483,9.7587,-0.0157,-0.1831,0.0610,0.1221
1684208815491377326,525.4034,-0.0106,0.0004,525.1085,-0.2060,0.1674,9.8420,-0.0130,-0.2441,0.0000,0.0000
1684208815500216736,525.4030,-0.0107,0.0004,525.1085,-0.1773,0.1579,9.8087,-0.0121,-0.2441,0.0000,0.0610
1684208815501359982,525.4025,-0.0109,0.0004,525.1085,-0.1797,0.1794,9.7372,-0.0148,-0.1221,-0.0610,0.0610
1684208815510219599,525.4021,-0.0110,0.0004,525.1232,-0.1773,0.1651,9.8444,-0.0121,-0.1221,0.0000,0.1221
1684208815511356929,525.4017,-0.0111,0.0004,525.1232,-0.1677,0.1794,9.7634,-0.0135,-0.1831,0.0000,0.0000
1684208815520206171,525.4013,-0.0112,0.0004,525.1232,-0.1773,0.1531,9.8659,-0.0098,-0.2441,-0.0610,0.0000
1684208815521338918,525.4009,-0.0113,0.0004,525.1232,-0.1917,0.1483,9.8611,-0.0064,-0.1221,0.0000,0.0610
1684208815529151073,525.4005,-0.0113,0.0004,525.1232,-0.1893,0.1507,9.8397,-0.0043,-0.0610,0.0610,0.1221
1684208815531372320,525.4001,-0.0114,0.0004,525.1232,-0.1605,0.1459,9.7706,-0.0058,-0.0610,0.0610,0.0610
1684208815540215396,525.3997,-0.0115,0.0004,525.1232,-0.1653,0.1627,9.7301,-0.0092,-0.3052,-0.0610,0.1221
1684208815541364017,525.3993,-0.0116,0.0004,525.1232,-0.1509,0.1746,9.7896,-0.0095,-0.2441,0.0610,0.0000
1684208815550195803,525.3989,-0.0117,0.0004,525.1232,-0.1342,0.1029,9.8397,-0.0073,-0.3052,-0.1831,0.0610
1684208815551336174,525.3985,-0.0117,0.0004,525.1232,-0.1366,0.1818,9.7849,-0.0079,-0.3052,-0.0610,0.0000
1684208815560208748,525.3981,-0.0118,0.0004,525.1232,-0.1797,0.1292,9.7753,-0.0090,-0.3052,-0.0610,0.1221
1684208815561365951,525.3977,-0.0119,0.0004,525.1232,-0.1701,0.1411,9.8111,-0.0082,-0.2441,-0.0610,0.0610
1684208815570189071,525.3972,-0.0120,0.0004,525.1232,-0.1485,0.1340,9.7587,-0.0101,-0.3662,-0.1831,0.0610
1684208815571322235,525.3968,-0.0121,0.0004,525.1232,-0.1701,0.1531,9.8087,-0.0094,-0.2441,-0.0610,0.0000
1684208815580182434,525.3964,-0.0122,0.0004,525.1232,-0.1629,0.1651,9.8111,-0.0086,-0.4272,-0.0610,0.0000
1684208815581353470,525.3960,-0.0123,0.0004,525.1232,-0.1653,0.1387,9.8135,-0.0077,-0.3052,0.0000,0.0610
1684208815590182589,525.3956,-0.0124,0.0004,525.1232,-0.1965,0.1698,9.8063,-0.0072,-0.3052,-0.0610,0.0610
1684208815591311045,525.3952,-0.0124,0.0004,525.1232,-0.1605,0.1603,9.8087,-0.0066,-0.1831,0.0000,0.0610
1684208815600174869,525.3948,-0.0125,0.0004,525.1232,-0.1917,0.1196,9.7634,-0.0084,-0.1831,-0.0610,0.0000
1684208815601312116,525.3944,-0.0126,0.0004,525.1232,-0.1581,0.1531,9.8015,-0.0081,-0.1221,0.0610,0.0000
1684208815610173649,525.3940,-0.0127,0.0004,525.1085,-0.1461,0.1555,9.6944,-0.0132,-0.2441,0.0000,0.0000
1684208815611344435,525.3936,-0.0128,0.0004,525.1085,-0.1437,0.1531,9.7920,-0.0132,-0.2441,-0.0610,0.0610
1684208815620167804,525.3932,-0.0129,0.0004,525.1085,-0.1797,0.1651,9.8420,-0.0106,-0.1831,0.0000,0.0610
1684208815621300926,525.3927,-0.0131,0.0004,525.1085,-0.1509,0.1698,9.7634,-0.0121,-0.2441,-0.0610,0.0000
1684208815630159793,525.3923,-0.0132,0.0004,525.1085,-0.1581,0.1555,9.7396,-0.0148,-0.1221,-0.0610,0.0610
1684208815631286082,525.3919,-0.0133,0.0004,525.1085,-0.1677,0.1722,9.8278,-0.0129,-0.2441,-0.0610,0.0000
1684208815640176280,525.3915,-0.0134,0.0004,525.1085,-0.1318,0.1914,9.8635,-0.0093,-0.3662,-0.0610,0.0000
1684208815641328775,525.3910,-0.0135,0.0005,525.1085,-0.1557,0.1483,9.7849,-0.0098,-0.3052,0.0000,0.0000
1684208815650161727,525.3906,-0.0136,0.0005,525.1085,-0.1581,0.1364,9.8397,-0.0076,-0.1221,-0.0610,0.0610
1684208815651291599,525.3902,-0.0136,0.0005,525.1085,-0.1342,0.1722,9.7825,-0.0083,-0.2441,-0.0610,0.0610
1684208815660155591,525.3898,-0.0137,0.0005,525.1085,-0.1413,0.1507,9.8135,-0.0075,-0.3052,-0.0610,0.0610
1684208815661293504,525.3894,-0.0138,0.0005,525.1085,-0.2036,0.1627,9.7801,-0.0083,-0.3052,-0.0610,0.0000
1684208815670151246,525.3889,-0.0139,0.0005,525.1085,-0.1605,0.1387,9.7325,-0.0115,-0.1221,-0.0610,0.0610
1684208815671286451,525.3885,-0.0140,0.0005,525.1085,-0.1509,0.1722,9.8158,-0.0103,-0.1221,0.0000,0.0000
1684208815680139485,525.3881,-0.0141,0.0005,525.1085,-0.1461,0.1890,9.8968,-0.0052,-0.2441,-0.0610,0.0000
1684208815681273607,525.3877,-0.0142,0.0005,525.1085,-0.1366,0.2081,9.8420,-0.0031,-0.2441,-0.0610,0.0610
1684208815690141806,525.3872,-0.0142,0.0005,525.1085,-0.1533,0.2081,9.7658,-0.0048,-0.2441,-0.0610,0.1831
1684208815691268012,525.3868,-0.0143,0.0005,525.1085,-0.1725,0.1722,9.8087,-0.0044,-0.1831,-0.0610,0.0610
1684208815700169000,525.3864,-0.0144,0.0005,525.1085,-0.1845,0.1722,9.7944,-0.0046,-0.2441,-0.0610,0.0000
1684208815701304247,525.3860,-0.0144,0.0005,525.1085,-0.1677,0.1340,9.7634,-0.0064,0.0000,0.0000,0.0000
1684208815710131283,525.3856,-0.0145,0.0005,525.1085,-0.1821,0.1603,9.7801,-0.0073,-0.1831,-0.0610,0.0000
1684208815711263155,525.3851,-0.0146,0.0005,525.1085,-0.1413,0.1507,9.7682,-0.0088,-0.1221,-0.0610,0.0610
1684208815716257816,525.3847,-0.0147,0.0005,525.1085,-0.1461,0.1770,9.8754,-0.0048,0.0000,0.0000,0.0610
1684208815725150805,525.3843,-0.0147,0.0005,525.1085,-0.1366,0.1938,9.8444,-0.0026,-0.1831,-0.0610,0.0000
1684208815726313633,525.3839,-0.0148,0.0005,525.1085,-0.2036,0.1674,9.8063,-0.0023,-0.0610,0.0000,0.0610
1684208815734794945,525.3835,-0.0149,0.0005,525.1085,-0.1845,0.1674,9.8063,-0.0021,-0.2441,-0.0610,0.0610
1684208815736281873,525.3830,-0.0149,0.0005,525.1085,-0.1653,0.1842,9.8420,-0.0001,-0.1831,-0.0610,0.0000
