time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
0.000000000,  0.0000, 0.0000, 0.0000, 541.1813, 0.0000,
0.020120405,541.1813,-0.0009,-0.0000, 541.1813,-0.0439,
0.040226636,541.1812,-0.0018,-0.0000, 541.1813,-0.0414,
0.060325374,541.1818,-0.0025,-0.0000, 541.4246,-0.0391,
0.080421863,541.1830,-0.0032,-0.0000, 541.4246,-0.0414,
0.100526013,541.1841,-0.0039,-0.0000, 541.3769,-0.0433,
0.120632203,541.1850,-0.0046,-0.0000, 541.3769,-0.0442,
0.140728942,541.1858,-0.0054,-0.0000, 541.3769,-0.0427,
0.160826306,541.1867,-0.0061,-0.0000, 541.3920,-0.0434,
0.180946484,541.1876,-0.0068,-0.0001, 541.3920,-0.0453,
0.201041724,541.1885,-0.0076,-0.0001, 541.4516,-0.0423,
0.221143393,541.1897,-0.0083,-0.0001, 541.4516,-0.0463,
0.241245820,541.1908,-0.0091,-0.0001, 541.4516,-0.0496,
0.261341959,541.1922,-0.0101,-0.0001, 541.4516,-0.0457,
0.281440347,541.1933,-0.0108,-0.0001, 541.4516,-0.0457,
0.301536029,541.1943,-0.0116,-0.0001, 541.4019,-0.0433,
0.321639122,541.1951,-0.0124,-0.0001, 541.4019,-0.0485,
0.341738509,541.1959,-0.0131,-0.0001, 541.4019,-0.0423,
0.361839312,541.1969,-0.0139,-0.0001, 541.4468,-0.0487,
0.381973213,541.1978,-0.0147,-0.0002, 541.4468,-0.0468,
0.402068478,541.1988,-0.0155,-0.0002, 541.4616,-0.0465,
0.422180106,541.1998,-0.0162,-0.0002, 541.4616,-0.0454,
0.442287861,541.2008,-0.0169,-0.0002, 541.4616,-0.0438,
0.462392661,541.2019,-0.0175,-0.0002, 541.4914,-0.0372,
0.482500583,541.2030,-0.0181,-0.0002, 541.4914,-0.0385,
0.502607006,541.2041,-0.0186,-0.0002, 541.5065,-0.0375,
0.522721173,541.2052,-0.0191,-0.0002, 541.5065,-0.0354,
0.542821851,541.2063,-0.0195,-0.0002, 541.5065,-0.0252,
0.562929232,541.2074,-0.0198,-0.0003, 541.5065,-0.0252,
0.583033865,541.2085,-0.0202,-0.0003, 541.5065,-0.0295,
0.603138206,541.2096,-0.0207,-0.0003, 541.4715,-0.0372,
0.623254330,541.2105,-0.0213,-0.0003, 541.4715,-0.0372,
0.643347722,541.2114,-0.0218,-0.0003, 541.4715,-0.0376,
0.663486869,541.2122,-0.0224,-0.0003, 541.4715,-0.0363,
0.683593584,541.2131,-0.0231,-0.0003, 541.4715,-0.0409,
0.703699216,541.2139,-0.0237,-0.0003, 541.4715,-0.0415,
0.723817380,541.2147,-0.0243,-0.0003, 541.4715,-0.0404,
0.743924553,541.2155,-0.0250,-0.0004, 541.4715,-0.0381,
0.764030809,541.2161,-0.0255,-0.0004, 541.4239,-0.0325,
0.784130446,541.2167,-0.0260,-0.0004, 541.4239,-0.0258,
0.804234621,541.2172,-0.0265,-0.0004, 541.4088,-0.0282,
0.824403495,541.2176,-0.0270,-0.0004, 541.4088,-0.0344,
0.844513832,541.2180,-0.0275,-0.0004, 541.4088,-0.0337,
0.864607557,541.2185,-0.0281,-0.0004, 541.4390,-0.0398,
0.884708151,541.2191,-0.0288,-0.0004, 541.4390,-0.0377,
0.904804832,541.2196,-0.0294,-0.0004, 541.4239,-0.0410,
0.924910048,541.2200,-0.0302,-0.0004, 541.4239,-0.0442,
0.945030543,541.2204,-0.0309,-0.0004, 541.4239,-0.0466,
0.965121271,541.2208,-0.0318,-0.0004, 541.4239,-0.0510,
0.985220616,541.2212,-0.0327,-0.0005, 541.4239,-0.0519,
