time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.117739420,584.0723,-1.3407,-0.1378, 590.1137,-0.2541
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.137855191,584.0741,-1.3399,-0.1380, 590.1137,-0.2536
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.157954006,584.0777,-1.3383,-0.1382, 590.0985,-0.2497
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.178046614,584.0813,-1.3367,-0.1384, 590.0985,-0.2509
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.198148512,584.0856,-1.3347,-0.1387, 590.0338,-0.2447
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.218249827,584.0889,-1.3331,-0.1390, 590.0338,-0.2486
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.238394551,584.0922,-1.3315,-0.1392, 590.0338,-0.2455
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.258495033,584.0955,-1.3298,-0.1395, 590.0187,-0.2435
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.278596847,584.0987,-1.3282,-0.1397, 590.0187,-0.2432
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.298698037,584.1020,-1.3265,-0.1399, 590.0338,-0.2431
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.318804726,584.1054,-1.3248,-0.1402, 590.0338,-0.2513
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.338917789,584.1088,-1.3232,-0.1404, 590.0490,-0.2491
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.359022103,584.1123,-1.3216,-0.1406, 590.0490,-0.2502
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.379132625,584.1158,-1.3200,-0.1409, 590.0490,-0.2519
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.399242605,584.1193,-1.3185,-0.1411, 590.0490,-0.2530
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.419356084,584.1228,-1.3169,-0.1413, 590.0490,-0.2510
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.439475688,584.1263,-1.3154,-0.1416, 590.0338,-0.2526
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.459586626,584.1298,-1.3139,-0.1418, 590.0338,-0.2574
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.479697231,584.1333,-1.3125,-0.1421, 590.0338,-0.2524
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.499798379,584.1368,-1.3109,-0.1423, 590.0338,-0.2503
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.519916607,584.1403,-1.3093,-0.1425, 590.0338,-0.2499
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.540040502,584.1438,-1.3077,-0.1428, 589.9718,-0.2493
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.560152648,584.1470,-1.3061,-0.1430, 589.9718,-0.2529
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.580261920,584.1503,-1.3046,-0.1432, 589.9718,-0.2557
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.600376399,584.1535,-1.3032,-0.1435, 589.9567,-0.2585
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.620490795,584.1567,-1.3017,-0.1437, 589.9567,-0.2548
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.640603483,584.1599,-1.3003,-0.1439, 589.9419,-0.2595
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.660718921,584.1630,-1.2989,-0.1442, 589.9419,-0.2531
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.680827651,584.1661,-1.2975,-0.1444, 589.9419,-0.2579
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.700936881,584.1692,-1.2960,-0.1446, 589.9116,-0.2542
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.721059442,584.1723,-1.2946,-0.1449, 589.9116,-0.2560
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.741179712,584.1753,-1.2931,-0.1451, 589.9419,-0.2536
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.761291650,584.1785,-1.2916,-0.1453, 589.9419,-0.2523
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.781414420,584.1817,-1.2902,-0.1455, 589.9419,-0.2586
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.801525691,584.1849,-1.2888,-0.1458, 589.9419,-0.2563
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.821639962,584.1882,-1.2872,-0.1460, 589.9419,-0.2473
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.841878880,584.1915,-1.2856,-0.1462, 589.9116,-0.2489
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.861978737,584.1946,-1.2840,-0.1465, 589.9116,-0.2493
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.882083093,584.1977,-1.2824,-0.1467, 589.9116,-0.2470
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.902183157,584.2008,-1.2807,-0.1469, 589.8961,-0.2483
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.922275682,584.2039,-1.2791,-0.1471, 589.8961,-0.2459
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.942553843,584.2070,-1.2775,-0.1474, 589.8813,-0.2477
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.962684987,584.2101,-1.2759,-0.1476, 589.8813,-0.2519
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
20.982783927,584.2132,-1.2744,-0.1478, 589.8813,-0.2554
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
21.002886658,584.2171,-1.2725,-0.1481, 589.8961,-0.2496
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
21.022981557,584.2202,-1.2708,-0.1483, 589.8961,-0.2480
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
21.043219479,584.2234,-1.2692,-0.1486, 589.8961,-0.2451
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
21.063330299,584.2266,-1.2676,-0.1488, 589.8961,-0.2558
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
21.083441660,584.2299,-1.2661,-0.1490, 589.8961,-0.2481
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
21.103550605,584.2331,-1.2645,-0.1492, 589.8961,-0.2468
