time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
0.000000000,  0.0000, 0.0000, 0.0000, 585.3933, 0.0000,
0.020135204,585.3933,-0.0028,-0.0000, 585.3933,-0.1451,
0.040247974,585.3932,-0.0058,-0.0000, 585.3933,-0.1501,
0.060352579,585.3934,-0.0087,-0.0000, 585.5403,-0.1477,
0.080456434,585.3940,-0.0115,-0.0000, 585.5403,-0.1475,
0.100560122,585.3944,-0.0144,-0.0000, 585.5358,-0.1518,
0.120686474,585.3948,-0.0175,-0.0000, 585.5358,-0.1549,
0.140797453,585.3952,-0.0205,-0.0000, 585.5358,-0.1570,
0.160951262,585.3959,-0.0235,-0.0000, 585.7051,-0.1629,
0.181064700,585.3969,-0.0266,-0.0000, 585.7051,-0.1646,
0.201196094,585.3979,-0.0298,-0.0001, 585.3400,-0.1681,
0.221310781,585.3970,-0.0332,-0.0001, 585.3400,-0.1690,
0.241404886,585.3960,-0.0366,-0.0001, 585.3400,-0.1691,
0.261501242,585.3958,-0.0399,-0.0001, 585.6755,-0.1677,
0.281596930,585.3964,-0.0431,-0.0001, 585.6755,-0.1727,
0.301716034,585.3969,-0.0463,-0.0001, 585.2698,-0.1696,
0.321822597,585.3953,-0.0497,-0.0001, 585.2698,-0.1623,
0.341920118,585.3936,-0.0530,-0.0001, 585.2698,-0.1626,
0.362047513,585.3929,-0.0563,-0.0001, 585.6556,-0.1732,
0.382146410,585.3931,-0.0604,-0.0001, 585.6556,-0.1716,
0.402273262,585.3931,-0.0637,-0.0001, 585.6153,-0.1768,
0.422388158,585.3929,-0.0671,-0.0001, 585.6153,-0.1759,
0.442505095,585.3927,-0.0705,-0.0001, 585.6153,-0.1764,
0.462607991,585.3923,-0.0738,-0.0001, 585.5957,-0.1720,
0.482708888,585.3918,-0.0771,-0.0001, 585.5957,-0.1709,
0.502815409,585.3913,-0.0804,-0.0001, 585.6556,-0.1686,
0.522943887,585.3910,-0.0836,-0.0002, 585.6556,-0.1698,
0.543047325,585.3907,-0.0868,-0.0002, 585.6556,-0.1693,
0.563151763,585.3894,-0.0901,-0.0002, 585.4491,-0.1693,
0.583258575,585.3879,-0.0935,-0.0002, 585.4491,-0.1729,
0.603363305,585.3862,-0.0970,-0.0002, 585.3506,-0.1754,
0.623479034,585.3840,-0.1005,-0.0002, 585.3506,-0.1751,
0.643582847,585.3818,-0.1039,-0.0002, 585.3506,-0.1707,
0.663685035,585.3805,-0.1072,-0.0002, 585.5957,-0.1729,
0.684932935,585.3794,-0.1105,-0.0002, 585.5957,-0.1669,
0.705056000,585.3781,-0.1137,-0.0002, 585.4535,-0.1660,
0.725181772,585.3762,-0.1170,-0.0002, 585.4535,-0.1684,
0.745293545,585.3742,-0.1202,-0.0002, 585.4535,-0.1672,
0.765394320,585.3721,-0.1237,-0.0002, 585.4339,-0.1762,
0.785503468,585.3699,-0.1271,-0.0002, 585.4339,-0.1778,
0.805611617,585.3675,-0.1307,-0.0002, 585.3204,-0.1763,
0.825744930,585.3646,-0.1342,-0.0002, 585.3204,-0.1793,
0.845844913,585.3617,-0.1379,-0.0002, 585.3204,-0.1824,
0.865946604,585.3591,-0.1415,-0.0002, 585.4387,-0.1806,
0.886043254,585.3567,-0.1450,-0.0002, 585.4387,-0.1770,
0.906142153,585.3543,-0.1486,-0.0002, 585.5055,-0.1815,
0.926258968,585.3520,-0.1521,-0.0002, 585.5055,-0.1859,
0.946396739,585.3497,-0.1558,-0.0002, 585.5055,-0.1871,
0.966494305,585.3480,-0.1592,-0.0002, 585.6711,-0.1809,
0.986588080,585.3464,-0.1626,-0.0002, 585.6711,-0.1773,
