24.141540620,581.1665,-0.9540,-0.1817, 586.0414,-0.2388,
24.161654493,581.1715,-0.9521,-0.1819, 585.9123,-0.2362,
24.181764492,581.1763,-0.9502,-0.1821, 585.9123,-0.2345,
24.201869949,581.1814,-0.9482,-0.1823, 586.1013,-0.2275,
24.221968947,581.1872,-0.9461,-0.1825, 586.1013,-0.2359,
24.242072196,581.1931,-0.9441,-0.1827, 586.1013,-0.2372,
24.262293523,581.1983,-0.9422,-0.1828, 585.9209,-0.2383,
24.282431979,581.2032,-0.9404,-0.1830, 585.9209,-0.2449,
24.302540727,581.2082,-0.9386,-0.1832, 585.9361,-0.2467,
24.322642726,581.2132,-0.9368,-0.1834, 585.9361,-0.2407,
24.342737350,581.2183,-0.9349,-0.1836, 585.9361,-0.2391,
24.362843223,581.2225,-0.9332,-0.1838, 585.7017,-0.2437,
24.382940472,581.2264,-0.9317,-0.1840, 585.7017,-0.2484,
24.403030054,581.2307,-0.9301,-0.1841, 585.9615,-0.2478,
24.423127095,581.2359,-0.9283,-0.1843, 585.9615,-0.2463,
24.443214052,581.2412,-0.9266,-0.1845, 585.9615,-0.2489,
24.463494586,581.2471,-0.9246,-0.1848, 585.8462,-0.2529,
24.483591460,581.2518,-0.9231,-0.1849, 585.8462,-0.2544,
24.503688958,581.2565,-0.9215,-0.1851, 585.8462,-0.2530,
24.523787540,581.2612,-0.9200,-0.1853, 585.8462,-0.2578,
24.543883956,581.2659,-0.9185,-0.1855, 585.7258,-0.2547,
24.563998996,581.2700,-0.9171,-0.1857, 585.7258,-0.2537,
24.584104202,581.2741,-0.9156,-0.1858, 585.7258,-0.2487,
24.604205826,581.2786,-0.9140,-0.1860, 585.8607,-0.2465,
24.624305491,581.2834,-0.9123,-0.1862, 585.8607,-0.2485,
24.644402032,581.2882,-0.9106,-0.1864, 585.9509,-0.2458,
24.664513988,581.2935,-0.9088,-0.1866, 585.9509,-0.2487,
24.684617032,581.2988,-0.9071,-0.1868, 585.9509,-0.2482,
24.704713270,581.3039,-0.9054,-0.1869, 585.8610,-0.2484,
24.724812257,581.3087,-0.9038,-0.1871, 585.8610,-0.2517,
24.744911745,581.3136,-0.9022,-0.1873, 585.8910,-0.2502,
24.765025690,581.3186,-0.9006,-0.1875, 585.8910,-0.2508,
24.785130052,581.3237,-0.8989,-0.1877, 585.8910,-0.2487,
24.805227831,581.3290,-0.8971,-0.1879, 586.0111,-0.2474,
24.825326069,581.3346,-0.8953,-0.1881, 586.0111,-0.2474,
24.845422181,581.3403,-0.8936,-0.1882, 585.9316,-0.2515,
24.865531960,581.3456,-0.8920,-0.1884, 585.9316,-0.2528,
24.885636739,581.3508,-0.8903,-0.1886, 585.9316,-0.2553,
24.905741643,581.3552,-0.8888,-0.1888, 585.5709,-0.2500,
24.925844880,581.3587,-0.8875,-0.1890, 585.5709,-0.2562,
24.945944118,581.3621,-0.8862,-0.1891, 585.8865,-0.2561,
24.966053896,581.3672,-0.8846,-0.1893, 585.8865,-0.2553,
24.986158467,581.3723,-0.8830,-0.1895, 585.8865,-0.2523,
25.006263787,581.3777,-0.8813,-0.1897, 586.0114,-0.2492,
25.026463730,581.3834,-0.8796,-0.1898, 586.0114,-0.2511,
25.046740877,581.3892,-0.8778,-0.1900, 585.9361,-0.2504,
25.066865655,581.3945,-0.8761,-0.1902, 585.9361,-0.2498,
25.086996517,581.3999,-0.8744,-0.1904, 585.9361,-0.2484,
25.107096671,581.4050,-0.8728,-0.1906, 585.8263,-0.2510,
25.127225490,581.4098,-0.8712,-0.1908, 585.8263,-0.2545,
