86.499160878,585.8270,-0.0097,-0.2512, 585.8431,-0.2556,
86.519273548,585.8269,-0.0098,-0.2512, 585.8431,-0.2539,
86.539403510,585.8266,-0.0098,-0.2512, 585.7423,-0.2542,
86.559504971,585.8260,-0.0098,-0.2512, 585.7423,-0.2476,
86.579599224,585.8253,-0.0098,-0.2512, 585.7423,-0.2462,
86.599740561,585.8244,-0.0098,-0.2512, 585.6476,-0.2436,
86.620019027,585.8230,-0.0097,-0.2512, 585.6476,-0.2445,
86.640123071,585.8222,-0.0097,-0.2512, 585.7726,-0.2454,
86.660226116,585.8218,-0.0096,-0.2512, 585.7726,-0.2438,
86.680328370,585.8213,-0.0095,-0.2512, 585.7980,-0.2443,
86.700435802,585.8210,-0.0093,-0.2512, 585.7980,-0.2461,
86.720550566,585.8207,-0.0092,-0.2512, 585.7980,-0.2474,
86.740655831,585.8203,-0.0092,-0.2512, 585.7726,-0.2480,
86.760761012,585.8199,-0.0091,-0.2512, 585.7726,-0.2453,
86.780897444,585.8194,-0.0090,-0.2512, 586.0087,-0.2440,
86.801233964,585.8202,-0.0087,-0.2512, 586.0087,-0.2403,
86.821522233,585.8210,-0.0083,-0.2512, 586.0087,-0.2373,
86.841626831,585.8208,-0.0081,-0.2512, 585.6177,-0.2447,
86.861732971,585.8196,-0.0081,-0.2512, 585.6177,-0.2409,
86.881834110,585.8184,-0.0080,-0.2511, 585.8479,-0.2393,
86.901929166,585.8184,-0.0078,-0.2512, 585.8479,-0.2399,
86.922041264,585.8183,-0.0076,-0.2512, 585.8479,-0.2420,
86.942152821,585.8177,-0.0074,-0.2511, 585.5829,-0.2414,
86.962256669,585.8163,-0.0074,-0.2511, 585.5829,-0.2421,
86.982354516,585.8150,-0.0074,-0.2511, 585.7230,-0.2436,
87.002467365,585.8144,-0.0073,-0.2511, 585.7230,-0.2405,
87.022589713,585.8137,-0.0071,-0.2511, 585.7230,-0.2409,
87.042704561,585.8133,-0.0069,-0.2511, 585.7681,-0.2411,
87.062811951,585.8129,-0.0068,-0.2511, 585.7681,-0.2461,
87.082915799,585.8125,-0.0067,-0.2511, 585.8387,-0.2443,
87.103019521,585.8125,-0.0065,-0.2511, 585.8387,-0.2407,
87.123123328,585.8125,-0.0063,-0.2511, 585.8387,-0.2426,
87.143236217,585.8133,-0.0060,-0.2511, 586.1484,-0.2398,
87.163394233,585.8148,-0.0057,-0.2511, 586.1484,-0.2485,
87.183488581,585.8164,-0.0054,-0.2512, 585.9185,-0.2453,
87.203626888,585.8168,-0.0052,-0.2512, 585.9185,-0.2450,
87.223769445,585.8172,-0.0051,-0.2512, 585.9185,-0.2486,
87.243869460,585.8173,-0.0051,-0.2512, 585.8387,-0.2487,
87.263962766,585.8173,-0.0049,-0.2512, 585.8387,-0.2427,
87.284060822,585.8173,-0.0047,-0.2512, 585.6390,-0.2436,
87.304223963,585.8163,-0.0046,-0.2512, 585.6390,-0.2428,
87.324521190,585.8153,-0.0045,-0.2511, 585.6390,-0.2391,
87.344632580,585.8153,-0.0042,-0.2511, 585.9529,-0.2363,
87.364732053,585.8159,-0.0039,-0.2512, 585.9529,-0.2440,
87.384842567,585.8163,-0.0038,-0.2512, 585.7726,-0.2491,
87.404945457,585.8160,-0.0038,-0.2512, 585.7726,-0.2512,
87.425057763,585.8157,-0.0037,-0.2512, 585.7726,-0.2455,
87.445166611,585.8153,-0.0036,-0.2512, 585.7681,-0.2436,
87.465267709,585.8150,-0.0034,-0.2512, 585.7681,-0.2369,
87.485369682,585.8147,-0.0031,-0.2512, 585.7980,-0.2383,
