time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
0.000000000,  0.0000, 0.0000, 0.0000, 541.1316, 0.0000,
0.020138260,541.1313,-0.0234,-0.0000, 541.1316,-1.1443,
0.040247559,541.1307,-0.0442,-0.0000, 541.1316,-0.9800,
0.060351527,541.1300,-0.0615,-0.0000, 541.2717,-0.8063,
0.080458535,541.1293,-0.0767,-0.0000, 541.2717,-0.7450,
0.100561421,541.1283,-0.0907,-0.0000, 541.3166,-0.6716,
0.120687377,541.1273,-0.1031,-0.0000, 541.3166,-0.5948,
0.140794677,541.1261,-0.1135,-0.0000, 541.3166,-0.4784,
0.160893315,541.1248,-0.1205,-0.0000, 541.3314,-0.2836,
0.180995242,541.1234,-0.1244,-0.0000, 541.3314,-0.1869,
0.201096171,541.1219,-0.1296,-0.0001, 541.2841,-0.3193,
0.221229415,541.1201,-0.1375,-0.0001, 541.2841,-0.4306,
0.241323555,541.1181,-0.1462,-0.0001, 541.2841,-0.4316,
0.261423525,541.1160,-0.1527,-0.0001, 541.3139,-0.2588,
0.281523496,541.1139,-0.1558,-0.0001, 541.3139,-0.0993,
0.301612264,541.1118,-0.1580,-0.0001, 541.3139,-0.1113,
0.321718356,541.1096,-0.1610,-0.0001, 541.3139,-0.1847,
0.341815869,541.1074,-0.1643,-0.0001, 541.3139,-0.1617,
0.361911550,541.1050,-0.1653,-0.0001, 541.2515, 0.0115,
0.382046419,541.1024,-0.1646,-0.0001, 541.2515, 0.0506,
0.402138310,541.0999,-0.1614,-0.0001, 541.2662, 0.1989,
0.422426346,541.0976,-0.1566,-0.0001, 541.2662, 0.2725,
0.442518488,541.0948,-0.1515,-0.0001, 541.2662, 0.1774,
0.462613294,541.0927,-0.1485,-0.0001, 541.2813, 0.1051,
0.482706685,541.0907,-0.1479,-0.0002, 541.2813,-0.0183,
0.502799700,541.0888,-0.1487,-0.0002, 541.3111,-0.0461,
0.522904751,541.0869,-0.1484,-0.0002, 541.3111, 0.0450,
0.543005263,541.0851,-0.1464,-0.0002, 541.3111, 0.1281,
0.563102735,541.0831,-0.1422,-0.0002, 541.2460, 0.2457,
0.583199624,541.0812,-0.1360,-0.0002, 541.2460, 0.3379,
0.603293514,541.0793,-0.1291,-0.0002, 541.2460, 0.3287,
0.623389070,541.0777,-0.1232,-0.0002, 541.2460, 0.2583,
0.643489540,541.0761,-0.1183,-0.0002, 541.2460, 0.2428,
0.663585846,541.0747,-0.1126,-0.0002, 541.2614, 0.3034,
0.683682235,541.0735,-0.1052,-0.0002, 541.2614, 0.4139,
0.703776458,541.0724,-0.0960,-0.0002, 541.2762, 0.4720,
0.723880093,541.0716,-0.0867,-0.0002, 541.2762, 0.4248,
0.743980772,541.0710,-0.0801,-0.0003, 541.2762, 0.2923,
0.764087322,541.0704,-0.0748,-0.0003, 541.2412, 0.2338,
0.784209614,541.0698,-0.0711,-0.0003, 541.2412, 0.1370,
0.804317663,541.0693,-0.0698,-0.0003, 541.2560, 0.0068,
0.824434166,541.0688,-0.0717,-0.0003, 541.2560,-0.1707,
0.844544381,541.0682,-0.0773,-0.0003, 541.2560,-0.3548,
0.864647850,541.0676,-0.0857,-0.0003, 541.2560,-0.4526,
0.884745988,541.0667,-0.0949,-0.0003, 541.2560,-0.4679,
0.904849706,541.0658,-0.1034,-0.0003, 541.3509,-0.3912,
0.924965085,541.0651,-0.1095,-0.0003, 541.3509,-0.2693,
0.945065566,541.0643,-0.1136,-0.0003, 541.3509,-0.1874,
0.965173372,541.0635,-0.1160,-0.0003, 541.3660,-0.1027,
0.985262479,541.0627,-0.1168,-0.0004, 541.3660,-0.0108,
