time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.139613781,585.1549,-0.9911,-0.1919, 590.1264,-0.2495
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.159742590,585.1601,-0.9892,-0.1921, 590.1264,-0.2552
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.179852361,585.1653,-0.9874,-0.1923, 590.1264,-0.2590
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.199956757,585.1706,-0.9856,-0.1925, 590.1264,-0.2633
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.220070568,585.1758,-0.9838,-0.1927, 590.1264,-0.2593
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.240222624,585.1811,-0.9821,-0.1929, 590.1884,-0.2626
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.260375764,585.1867,-0.9803,-0.1931, 590.1884,-0.2664
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.280513113,585.1923,-0.9786,-0.1933, 590.1884,-0.2697
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.300609469,585.1979,-0.9769,-0.1935, 590.1884,-0.2665
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.320707741,585.2035,-0.9751,-0.1937, 590.1884,-0.2612
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.340810513,585.2091,-0.9733,-0.1939, 590.2036,-0.2612
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.360920575,585.2148,-0.9715,-0.1941, 590.2036,-0.2648
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.381016931,585.2205,-0.9697,-0.1943, 590.2036,-0.2612
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.401149573,585.2262,-0.9679,-0.1945, 590.1884,-0.2608
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.421250303,585.2319,-0.9660,-0.1947, 590.1884,-0.2599
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.441346826,585.2375,-0.9641,-0.1949, 590.2036,-0.2543
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.461456929,585.2433,-0.9621,-0.1951, 590.2036,-0.2545
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.481561742,585.2505,-0.9598,-0.1953, 590.2036,-0.2612
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.501663347,585.2563,-0.9579,-0.1955, 590.2187,-0.2606
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.521767660,585.2621,-0.9561,-0.1957, 590.2187,-0.2630
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.541873806,585.2680,-0.9543,-0.1959, 590.2339,-0.2616
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.561982077,585.2740,-0.9525,-0.1961, 590.2339,-0.2617
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
24.582087473,585.2799,-0.9506,-0.1963, 590.2339,-0.2639
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
