time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.029600472,588.4181,-0.9349,-0.0050, 589.9705,-0.2273
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.049724957,588.4072,-0.9384,-0.0050, 589.9853,-0.2292
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.069833194,588.3964,-0.9419,-0.0051, 589.9853,-0.2258
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.089936265,588.3856,-0.9452,-0.0051, 589.9853,-0.2215
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.110038336,588.3747,-0.9485,-0.0052, 589.9853,-0.2248
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.130140326,588.3639,-0.9518,-0.0053, 589.9853,-0.2168
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.150403837,588.3530,-0.9550,-0.0053, 589.9402,-0.2180
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.170510497,588.3419,-0.9583,-0.0054, 589.9402,-0.2209
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.190615241,588.3308,-0.9616,-0.0055, 589.9402,-0.2246
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.210715152,588.3196,-0.9650,-0.0055, 589.9250,-0.2245
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.230815604,588.3084,-0.9684,-0.0056, 589.9250,-0.2257
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.250925514,588.2972,-0.9717,-0.0057, 589.9250,-0.2260
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.271033423,588.2859,-0.9751,-0.0057, 589.9250,-0.2303
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.291139125,588.2747,-0.9786,-0.0058, 589.9250,-0.2317
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.311241952,588.2634,-0.9821,-0.0059, 589.9102,-0.2334
time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
5.331342905,588.2521,-0.9856,-0.0059, 589.9102,-0.2300
