time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
0.000000000,  0.0000, 0.0000, 0.0000, 551.4610, 0.0000,
0.020125336,551.4610,-0.0012,-0.0000, 551.4610,-0.0485,
0.040219949,551.4610,-0.0022,-0.0000, 551.4610,-0.0487,
0.060316478,551.4615,-0.0031,-0.0000, 551.6055,-0.0539,
0.080418465,551.4621,-0.0041,-0.0000, 551.6055,-0.0532,
0.100518160,551.4628,-0.0051,-0.0000, 551.6055,-0.0533,
0.120624772,551.4634,-0.0061,-0.0000, 551.6055,-0.0558,
0.140725759,551.4640,-0.0072,-0.0000, 551.6055,-0.0599,
0.160824454,551.4645,-0.0083,-0.0000, 551.6055,-0.0597,
0.180925608,551.4650,-0.0094,-0.0000, 551.6055,-0.0561,
0.201022554,551.4656,-0.0104,-0.0000, 551.6205,-0.0567,
0.221120124,551.4661,-0.0114,-0.0001, 551.6205,-0.0533,
0.241217987,551.4667,-0.0124,-0.0001, 551.6205,-0.0489,
0.261318224,551.4672,-0.0132,-0.0001, 551.6353,-0.0508,
0.281416544,551.4678,-0.0142,-0.0001, 551.6353,-0.0493,
0.301513157,551.4685,-0.0151,-0.0001, 551.7279,-0.0516,
0.321611519,551.4695,-0.0160,-0.0001, 551.7279,-0.0591,
0.341711881,551.4704,-0.0170,-0.0001, 551.7279,-0.0586,
0.361803869,551.4714,-0.0180,-0.0001, 551.7279,-0.0587,
0.381907731,551.4723,-0.0190,-0.0001, 551.7279,-0.0572,
0.402010759,551.4733,-0.0199,-0.0001, 551.7927,-0.0573,
0.422120537,551.4745,-0.0209,-0.0001, 551.7927,-0.0557,
0.442231981,551.4757,-0.0219,-0.0002, 551.7927,-0.0600,
0.462339884,551.4766,-0.0227,-0.0002, 551.7279,-0.0486,
0.482443496,551.4774,-0.0235,-0.0002, 551.7279,-0.0461,
0.502556648,551.4782,-0.0242,-0.0002, 551.7427,-0.0447,
0.522662759,551.4790,-0.0250,-0.0002, 551.7427,-0.0500,
0.542771996,551.4798,-0.0259,-0.0002, 551.7427,-0.0500,
0.562875816,551.4806,-0.0267,-0.0002, 551.7427,-0.0521,
0.582978594,551.4814,-0.0276,-0.0002, 551.7427,-0.0531,
0.603084581,551.4821,-0.0285,-0.0002, 551.7427,-0.0555,
0.623174652,551.4829,-0.0295,-0.0002, 551.7427,-0.0566,
0.643305553,551.4836,-0.0304,-0.0003, 551.7427,-0.0550,
0.663422288,551.4843,-0.0313,-0.0003, 551.7427,-0.0535,
0.683512068,551.4849,-0.0322,-0.0003, 551.7427,-0.0490,
0.703606639,551.4855,-0.0330,-0.0003, 551.6957,-0.0505,
0.723700251,551.4859,-0.0340,-0.0003, 551.6957,-0.0555,
0.743817612,551.4863,-0.0349,-0.0003, 551.6957,-0.0495,
0.763912392,551.4866,-0.0357,-0.0003, 551.6957,-0.0444,
0.783999673,551.4870,-0.0364,-0.0003, 551.6957,-0.0452,
0.804122574,551.4874,-0.0371,-0.0003, 551.7729,-0.0437,
0.824219896,551.4882,-0.0380,-0.0003, 551.7729,-0.0442,
0.844360546,551.4889,-0.0387,-0.0004, 551.7729,-0.0446,
0.864459908,551.4896,-0.0395,-0.0004, 551.7876,-0.0478,
0.884557354,551.4903,-0.0403,-0.0004, 551.7876,-0.0518,
0.904653051,551.4910,-0.0412,-0.0004, 551.8030,-0.0569,
0.924751705,551.4918,-0.0421,-0.0004, 551.8030,-0.0614,
0.944852068,551.4925,-0.0432,-0.0004, 551.7255,-0.0624,
0.964951222,551.4928,-0.0441,-0.0004, 551.7255,-0.0556,
0.985047626,551.4931,-0.0450,-0.0004, 551.7255,-0.0521,
