time,altitude,velocity,accel_bias,alt (bmp),vert_accel,
0.000000000,  0.0000, 0.0000, 0.0000, 585.4563, 0.0000,
0.020130429,585.4563,-0.0046,-0.0000, 585.4563,-0.2282,
0.040248425,585.4561,-0.0091,-0.0000, 585.4563,-0.2205,
0.060361379,585.4566,-0.0133,-0.0000, 585.7516,-0.2143,
0.080477292,585.4578,-0.0174,-0.0000, 585.7516,-0.2066,
0.100598496,585.4589,-0.0212,-0.0000, 585.7516,-0.1996,
0.120720366,585.4599,-0.0250,-0.0000, 585.7516,-0.1969,
0.140996263,585.4608,-0.0287,-0.0001, 585.7516,-0.1937,
0.161115426,585.4617,-0.0323,-0.0001, 585.7664,-0.1886,
0.181245128,585.4626,-0.0358,-0.0001, 585.7664,-0.1835,
0.201412744,585.4634,-0.0393,-0.0001, 585.7664,-0.1779,
0.221533823,585.4641,-0.0426,-0.0001, 585.7664,-0.1710,
0.241660068,585.4647,-0.0458,-0.0001, 585.7664,-0.1712,
0.261770814,585.4654,-0.0490,-0.0001, 585.8118,-0.1718,
0.282031390,585.4661,-0.0522,-0.0001, 585.8118,-0.1686,
0.302164939,585.4668,-0.0553,-0.0002, 585.8118,-0.1672,
0.322276864,585.4674,-0.0585,-0.0002, 585.8118,-0.1723,
0.342386915,585.4679,-0.0618,-0.0002, 585.8118,-0.1748,
0.362528505,585.4683,-0.0651,-0.0002, 585.7643,-0.1765,
0.382644722,585.4684,-0.0691,-0.0002, 585.7643,-0.1697,
0.402756855,585.4685,-0.0724,-0.0002, 585.7795,-0.1738,
0.422869031,585.4686,-0.0757,-0.0002, 585.7795,-0.1748,
0.442980082,585.4686,-0.0790,-0.0002, 585.7795,-0.1776,
0.463097215,585.4687,-0.0824,-0.0003, 585.7943,-0.1768,
0.483219890,585.4686,-0.0856,-0.0003, 585.7943,-0.1698,
0.503641705,585.4686,-0.0887,-0.0003, 585.8245,-0.1658,
0.523755339,585.4685,-0.0918,-0.0003, 585.8245,-0.1651,
0.543870223,585.4685,-0.0948,-0.0003, 585.8245,-0.1592,
0.563985690,585.4683,-0.0978,-0.0003, 585.8245,-0.1660,
0.584094740,585.4681,-0.1010,-0.0003, 585.8245,-0.1722,
0.604211874,585.4679,-0.1043,-0.0004, 585.8245,-0.1733,
0.624370379,585.4676,-0.1075,-0.0004, 585.8245,-0.1769,
0.644483429,585.4672,-0.1109,-0.0004, 585.8245,-0.1785,
0.664761382,585.4666,-0.1142,-0.0004, 585.7922,-0.1795,
0.685038627,585.4659,-0.1175,-0.0004, 585.7922,-0.1718,
0.705409488,585.4652,-0.1207,-0.0004, 585.8070,-0.1701,
0.725529288,585.4645,-0.1240,-0.0004, 585.8070,-0.1722,
0.745651879,585.4637,-0.1272,-0.0005, 585.8070,-0.1721,
0.765773346,585.4629,-0.1304,-0.0005, 585.8070,-0.1691,
0.785901395,585.4620,-0.1335,-0.0005, 585.8070,-0.1668,
0.806034694,585.4610,-0.1366,-0.0005, 585.8218,-0.1674,
0.826188074,585.4601,-0.1399,-0.0005, 585.8218,-0.1734,
0.846459611,585.4591,-0.1430,-0.0005, 585.8218,-0.1698,
0.866568245,585.4581,-0.1461,-0.0005, 585.8373,-0.1691,
0.886670005,585.4570,-0.1493,-0.0006, 585.8373,-0.1672,
0.906948041,585.4560,-0.1524,-0.0006, 585.8672,-0.1702,
0.927057633,585.4550,-0.1555,-0.0006, 585.8672,-0.1644,
0.947168142,585.4539,-0.1584,-0.0006, 585.8672,-0.1640,
0.967287775,585.4529,-0.1615,-0.0006, 585.8824,-0.1644,
0.987399243,585.4515,-0.1652,-0.0006, 585.8824,-0.1689,
